id,scenario,kernel,horizon,scale,envOrder,searchHistory,optimaGuess,reward,start,instructionsComplete,end,ExperimentDuration,instructionDuration,age,gender,processDescription
23,0,0,1,"[79,66,75,77,61,61,63,70,80,61,68,66,60,67,74,80]","[32,19,22,2,14,12,39,0,5,16,30,23,20,36,27,25]","{""xcollect"":[[26,25,24,23,22,21,20,19,18,17,16],[26,25,27,24,17,18],[9,10,11,8,7,6,5,4,19,20,21],[14,23,24,25,26,27],[27,28,26,25,24,23,22,21,20,19,12],[11,12,23,18,5,0],[2,9,10,11,8,7,6,5,4,3,12],[28,15,14,13,12,11],[15,14,13,12,16,17,18,19,20,21,22],[14,15,16,13,12,11],[29,7,17,24,23,25,26,22,12,11,10],[17,16,18,15,14,13],[19,13,7,3,25,26,24,27,28,16,10],[2,3,1,0,16,17],[12,13,11,10,9,23,19,6,3,2,1],[29,28,23,18,13,13]],""ycollect"":[[26,47,86,76,36,55,63,95,73,67,49],[52,46,29,30,32,32],[44,46,11,59,45,52,41,20,27,82,78],[17,39,62,65,45,51],[56,17,54,55,86,95,99,85,48,46,56],[35,32,26,45,36,7],[36,62,54,57,64,60,52,74,70,55,51],[3,76,87,94,83,29],[61,81,51,24,50,61,59,77,63,54,39],[92,72,19,100,88,82],[24,16,34,100,58,52,23,14,81,68,75],[68,90,50,82,68,69],[8,0,20,16,57,53,42,57,28,33,70],[74,42,81,43,87,91],[58,13,95,46,33,15,79,3,73,80,25],[43,4,30,35,66,67]],""ycollectScaled"":[[26,42,73,65,33,48,55,80,63,58,44],[39,35,24,25,26,26],[38,40,13,49,39,44,36,20,25,67,64],[18,35,53,55,40,44],[39,15,38,39,57,63,65,57,34,33,39],[26,25,21,32,27,9],[28,44,39,41,45,43,38,52,49,40,37],[7,58,66,71,63,25],[54,70,46,24,45,54,52,67,55,48,36],[61,49,17,66,59,55],[21,16,28,73,44,40,21,15,60,51,56],[50,64,38,59,50,51],[10,5,17,15,39,37,30,39,22,25,47],[55,33,59,34,63,66],[48,15,75,39,29,16,63,7,59,64,24],[39,8,29,33,58,59]]}","12,16,18",0.95,22/02/2017 17:47:30,22/02/2017 17:53:31,22/02/2017 17:57:50,0:10:20,0:06:01,57,0,How did you try to increase your performance bonus? tried to find the pockets of higher numbers
24,0,1,0,"[76,67,60,75,67,61,62,70,78,66,61,67,61,78,63,66]","[18,14,11,33,3,29,19,15,24,35,21,31,4,37,28,1]","{""xcollect"":[[11,6,5,7,22,4],[11,8,16,14,22,26,19,3,0,1,2],[18,0,29,28,27,26],[28,21,12,16,5,0,1,2,3,4,9],[22,2,8,11,15,12],[12,6,9,20,29,22,18,17,16,19,1],[17,4,3,6,7,5],[15,6,5,4,7,3,8,20,21,19,21],[8,7,9,10,19,6],[25,29,16,13,18,20,19,21,22,6,2],[8,19,18,20,21,22],[28,9,15,1,0,5,12,20,25,21,22],[8,9,7,10,15,19],[0,29,15,14,16,18,17,19,20,21,22],[7,17,14,13,12,15],[29,10,13,22,21,23,19,20,18,24,25]],""ycollect"":[[41,92,88,74,41,65],[63,4,44,19,46,51,61,73,83,101,96],[55,51,94,100,101,87],[51,1,31,27,33,79,102,100,92,70,41],[-1,10,52,78,28,101],[34,33,14,65,58,60,89,70,34,80,20],[39,89,74,95,84,101],[25,98,100,87,79,71,59,97,94,87,93],[101,90,92,75,75,66],[59,5,64,50,86,101,95,90,75,55,47],[31,98,72,100,82,57],[16,45,44,60,65,23,6,58,23,100,83],[94,96,84,83,1,75],[38,0,70,68,74,88,86,80,78,76,71],[14,73,98,96,77,92],[6,47,61,91,98,93,93,99,86,95,79]],""ycollectScaled"":[[36,75,72,61,36,54],[47,8,34,18,36,39,46,54,61,73,69],[38,36,61,65,66,57],[43,6,28,25,30,64,82,80,74,58,36],[4,12,40,57,24,73],[26,25,14,45,40,42,59,48,26,54,17],[29,60,51,64,57,68],[23,74,75,66,60,55,46,73,71,66,70],[84,75,77,64,64,56],[44,8,47,38,62,72,68,64,55,41,36],[24,65,49,66,55,40],[16,35,34,45,49,20,9,44,20,72,61],[62,64,56,56,6,51],[35,5,60,58,63,74,72,67,66,64,60],[14,51,67,65,54,63],[9,36,45,65,70,66,66,70,62,68,57]]}","21,97,69",1.17,22/02/2017 17:51:58,22/02/2017 17:53:35,22/02/2017 17:56:31,0:04:33,0:01:37,35,0,I tried to find a high number and then click around it to find the highest amount in the grid
25,0,1,1,"[74,78,79,72,60,64,80,63,75,64,64,63,60,64,78,62]","[2,6,9,14,30,3,0,19,17,20,13,25,31,34,5,7]","{""xcollect"":[[20,8,6,12,26,17,2,1,0,3,4],[9,20,27,29,0,5],[7,15,20,24,17,18,19,16,21,11,13],[19,24,26,23,22,4],[12,5,21,27,0,1,2,3,4,23,9],[8,12,13,14,11,10],[27,14,13,12,11,10,9,8,15,16,17],[26,15,14,16,13,19],[23,14,5,27,28,29,26,25,24,22,21],[6,16,9,26,2,1],[5,7,2,0,3,4,23,28,29,27,26],[28,19,9,5,2,1],[4,17,27,22,23,21,20,19,25,10,9],[18,14,15,13,12,11],[11,21,7,3,27,25,17,16,15,14,13],[9,12,13,11,10,5]],""ycollect"":[[29,56,0,14,27,30,75,100,99,56,32],[9,0,32,22,8,39],[18,36,63,13,94,101,92,70,28,24,12],[59,78,51,65,47,41],[19,31,9,26,101,100,90,66,43,7,63],[52,102,98,72,78,59],[58,58,60,75,91,100,92,61,63,60,41],[53,90,83,71,67,13],[41,49,17,77,80,74,65,51,45,42,33],[1,42,49,48,68,81],[70,24,75,68,74,76,38,89,76,98,101],[39,24,63,65,98,99],[41,25,19,83,27,100,59,8,21,28,45],[24,80,50,98,95,70],[42,35,26,44,48,49,83,95,99,92,80],[82,99,83,91,81,60]],""ycollectScaled"":[[26,46,5,15,25,27,61,79,78,46,29],[12,5,30,22,11,35],[19,33,55,15,79,85,78,60,27,24,14],[47,61,42,52,39,35],[16,24,10,21,66,65,59,45,31,9,43],[38,70,68,51,55,43],[51,51,53,65,78,85,79,54,55,53,38],[38,62,57,50,47,13],[36,42,18,63,65,61,54,43,39,37,30],[6,32,36,36,49,57],[50,20,53,49,52,54,29,62,54,68,70],[30,20,45,46,67,67],[30,20,16,55,21,65,40,10,18,22,32],[20,56,37,68,66,50],[38,32,25,39,42,43,70,79,82,77,67],[56,66,56,61,55,42]]}","12,98,66",1.02,22/02/2017 17:23:19,22/02/2017 17:26:03,22/02/2017 17:29:58,0:06:39,0:02:44,33,0,How did you try to increase your performance bonus?  I tried to find higher boxes that were next to each other.
26,1,0,0,"[61,75,60,80,72,73,75,77,61,69,77,73,66,65,69,80]","[31,35,1,23,8,25,13,7,34,6,37,28,27,21,24,30]","{""xcollect"":[[28,15,5,4,3,6],[20,19,21,17,18,16,15,14,13,12,22],[6,18,24,27,26,12],[10,5,4,6,18,19,22,26,27,28,29],[25,26,24,23,8,5],[27,12,20,21,19,16,15,17,18,5,2],[17,16,18,15,6,11],[22,9,1,18,15,23,20,21,26,28,29],[13,19,4,28,25,23],[14,13,15,16,17,18,19,5,4,1,26],[1,17,18,15,16,14],[0,9,10,11,8,7,6,20,21,19,18],[11,10,12,19,20,18],[13,20,23,27,2,8,9,7,6,5,16],[4,17,22,20,19,18],[6,25,16,13,9,8,10,11,12,21,22]],""ycollect"":[[23,24,99,100,50,64],[83,100,73,79,99,98,94,80,58,23,72],[24,0,53,15,28,67],[44,65,50,52,51,44,54,70,87,93,71],[86,54,98,45,52,77],[6,17,48,35,33,101,69,80,35,28,44],[98,100,58,50,9,55],[72,9,20,36,35,41,57,101,29,45,44],[3,26,31,51,52,17],[80,63,42,67,99,83,48,33,16,19,48],[55,68,45,76,73,64],[3,66,72,44,93,80,33,100,73,96,65],[95,47,58,81,29,84],[64,50,38,57,35,84,57,100,58,40,61],[19,61,39,75,91,100],[41,52,37,39,90,37,74,67,80,36,13]],""ycollectScaled"":[[19,20,65,66,36,44],[67,80,60,64,79,79,76,65,49,22,59],[19,5,37,14,22,45],[40,57,45,47,46,40,48,61,75,79,62],[67,44,76,37,42,60],[9,17,40,31,29,79,55,63,31,25,37],[79,80,49,43,12,46],[60,12,20,33,32,37,49,83,27,40,39],[7,21,24,36,37,15],[60,48,34,51,73,62,38,28,16,18,38],[47,57,40,64,61,54],[7,53,58,37,73,63,29,78,58,75,52],[68,36,43,58,24,60],[47,38,30,42,28,60,42,70,43,31,45],[18,47,32,57,68,74],[38,47,35,36,77,35,64,59,69,34,15]]}","28,33,31",1.21,22/02/2017 17:22:05,22/02/2017 17:23:18,22/02/2017 17:27:25,0:05:20,0:01:13,29,1,How did you try to increase your performance bonus? By finding the largest reward
27,1,0,1,"[78,72,75,80,62,63,65,73,77,63,67,72,75,61,77,70]","[35,17,23,10,20,33,7,3,26,37,18,30,9,2,36,8]","{""xcollect"":[[2,2,2,2,2,2,2,2,2,2,2],[6,15,15,15,15,15],[11,11,11,11,11,11,11,11,11,11,11],[10,10,10,10,10,10],[2,14,24,29,18,8,18,18,18,18,18],[19,8,6,8,7,7],[18,0,10,16,23,27,26,21,21,21,21],[1,1,1,1,1,1],[6,17,17,17,17,17,17,17,17,17,17],[24,24,24,24,24,24],[8,8,8,8,8,8,8,8,8,8,8],[1,1,1,1,1,1],[22,22,22,22,22,22,22,22,22,22,22],[24,20,28,25,26,22],[3,19,19,19,19,19,19,19,19,19,19],[8,8,8,8,8,8]],""ycollect"":[[70,71,72,70,69,70,68,70,70,70,70],[0,75,75,75,75,73],[56,57,57,58,58,59,59,59,58,58,58],[99,99,102,100,98,100],[39,30,42,7,55,49,56,56,54,55,54],[29,50,40,50,65,67],[34,1,18,28,38,25,31,102,99,98,98],[78,76,79,77,77,78],[-1,56,56,53,56,55,55,58,55,56,55],[93,92,92,92,92,90],[71,73,71,70,68,72,70,72,71,73,70],[79,80,80,78,79,79],[64,66,65,66,65,66,65,67,65,65,68],[62,47,41,63,47,45],[44,75,73,74,74,73,74,76,74,74,74],[53,53,53,53,52,53]],""ycollectScaled"":[[60,60,61,60,59,60,58,60,60,60,60],[5,59,59,59,59,58],[47,48,48,49,49,49,49,49,49,49,49],[84,84,87,85,83,85],[29,24,31,9,39,35,40,40,38,39,38],[23,37,30,37,46,47],[27,6,17,23,30,21,25,71,69,69,69],[62,60,63,61,61,62],[4,48,48,46,48,47,47,50,47,48,47],[64,63,63,63,63,62],[53,54,53,52,51,53,52,53,53,54,52],[62,63,63,61,62,62],[53,55,54,55,54,55,54,55,54,54,56],[43,34,30,43,34,32],[39,63,61,62,62,61,62,64,62,62,62],[42,42,42,42,41,42]]}","14,30,26",0.58,22/02/2017 17:22:22,22/02/2017 17:23:48,22/02/2017 17:26:51,0:04:29,0:01:26,26,0,I tried to click where I thought would be more beneficial.
28,1,1,0,"[68,73,74,63,76,80,66,61,63,64,61,62,65,68,78,79]","[0,22,5,15,27,30,16,2,21,23,19,6,9,13,32,14]","{""xcollect"":[[27,26,28,29,25,24],[9,10,11,12,8,7,13,19,16,14,0],[17,18,19,16,15,14],[20,21,19,22,18,11,0,12,13,10,9],[14,15,16,17,18,19],[26,15,2,3,1,0,4,5,6,7,8],[26,2,3,4,1,5],[18,3,6,25,2,1,0,4,5,19,13],[24,25,26,27,28,29],[23,10,3,2,5,16,17,18,19,20,21],[21,9,10,8,7,6],[8,21,16,17,15,14,13,12,11,10,18],[7,8,18,19,20,17],[29,28,27,26,25,24,23,22,13,8,1],[8,9,10,7,11,6],[2,1,0,3,4,15,9,26,27,25,24]],""ycollect"":[[59,52,65,67,53,62],[93,99,96,78,77,42,54,46,15,29,10],[86,87,77,91,101,92],[97,93,89,81,66,56,45,60,55,50,48],[70,71,80,88,86,73],[16,8,91,67,99,99,41,31,32,38,50],[46,79,84,71,59,48],[10,55,0,16,76,99,101,35,6,6,30],[72,89,93,85,79,73],[13,15,39,31,43,48,50,68,85,82,55],[7,88,80,84,85,94],[7,5,59,33,86,98,96,75,46,22,10],[20,10,101,91,63,93],[77,88,101,100,83,58,38,24,42,6,77],[72,82,63,61,26,66],[98,100,82,72,42,18,14,53,28,74,77]],""ycollectScaled"":[[45,40,49,51,41,47],[73,77,75,62,61,36,44,39,16,26,12],[69,69,62,72,80,73],[66,64,61,56,47,40,33,43,40,37,35],[58,59,66,72,70,60],[18,11,78,59,84,84,38,30,31,35,45],[35,57,60,52,44,37],[11,39,5,15,51,65,67,26,9,9,23],[50,61,64,59,55,51],[13,15,30,25,33,36,37,49,59,57,40],[9,59,54,56,57,62],[9,8,42,25,58,66,65,52,34,19,11],[18,12,71,64,46,65],[57,65,74,73,61,44,31,21,34,9,57],[61,69,54,53,25,56],[82,84,70,62,38,19,16,47,27,63,66]]}","1,99,83",1.19,22/02/2017 17:28:34,22/02/2017 17:31:08,22/02/2017 17:38:20,0:09:46,0:02:34,36,0,Tried to find a large number and stick around it. If the number was really low compared to the previous I moved to the opposite side.
29,1,1,1,"[77,62,74,69,69,60,79,75,61,76,80,64,70,74,67,67]","[1,4,38,11,0,26,37,12,35,19,20,28,18,2,33,15]","{""xcollect"":[[2,1,3,9,10,8,7,6,16,17,19],[27,22,16,12,8,23],[0,4,5,6,11,15,16,17,21,23,24],[2,3,0,11,8,6],[3,8,12,13,11,10,20,16,17,24,27],[29,24,13,7,6,8],[7,6,8,14,13,15,17,20,19,18,24],[0,5,6,4,12,17],[28,18,17,19,20,21,11,7,4,8,6],[15,14,17,16,7,8],[21,16,22,20,19,18,8,6,4,2,12],[2,10,18,20,22,23],[26,24,27,25,13,12,6,5,8,7,3],[27,8,9,10,7,16],[0,1,3,2,13,14,21,24,28,8,5],[11,10,14,21,22,20]],""ycollect"":[[78,69,73,57,48,77,86,84,73,81,93],[31,101,7,35,93,95],[40,88,93,83,1,98,100,79,23,63,67],[70,68,50,33,57,60],[62,62,78,61,91,101,11,63,41,62,58],[75,13,1,95,73,91],[101,93,96,69,60,69,86,77,82,87,68],[20,71,62,56,16,61],[1,87,74,97,100,92,21,57,34,52,55],[90,83,35,72,82,84],[91,43,77,98,100,86,33,0,35,68,33],[46,20,72,86,98,90],[101,89,95,100,51,48,93,89,49,77,39],[38,57,57,30,26,46],[78,100,92,99,24,15,-1,59,48,55,34],[57,50,43,93,81,97]],""ycollectScaled"":[[65,58,61,49,42,64,71,70,61,67,77],[24,68,9,27,63,64],[35,70,74,66,6,78,79,63,22,52,55],[53,52,40,28,44,46],[48,48,59,47,68,75,13,48,33,48,45],[50,13,6,62,49,60],[85,78,81,60,52,60,73,66,70,74,59],[20,58,52,47,17,51],[6,58,50,64,66,61,18,40,26,37,39],[73,68,32,60,67,69],[78,39,67,83,85,74,31,5,33,59,31],[34,18,51,60,68,63],[76,67,72,75,41,39,70,67,39,59,32],[33,47,47,27,24,39],[57,72,67,71,21,15,4,45,37,42,28],[43,39,34,67,59,70]]}","19,88,64",1.2,22/02/2017 17:35:41,22/02/2017 17:36:30,22/02/2017 17:39:33,0:03:52,0:00:49,26,1,Make sure I checked around variously.
30,0,0,0,"[60,76,76,64,76,76,75,78,75,71,80,68,70,75,73,63]","[5,36,20,22,30,37,34,25,32,28,21,31,11,2,38,27]","{""xcollect"":[[10,10,10,10,10,10],[15,14,16,17,18,19,18,18,18,18,18],[11,17,21,6,16,18],[22,10,17,16,15,16,16,16,16,16,16],[29,22,12,11,13,12],[3,3,3,3,3,3,3,3,3,3,3],[19,10,4,14,24,28],[11,19,26,4,15,14,16,16,16,16,16],[20,18,16,17,19,19],[24,20,20,20,20,20,20,20,20,20,20],[0,1,0,0,0,0],[22,17,14,16,19,20,18,18,18,18,18],[9,14,20,22,23,22],[11,18,26,5,4,6,6,6,6,6,6],[11,16,17,15,15,15],[26,21,15,10,13,14,16,17,18,17,17]],""ycollect"":[[100,102,101,101,103,102],[78,48,87,89,100,73,99,101,99,98,100],[44,61,13,46,33,54],[43,44,67,88,61,89,91,90,91,88,89],[24,13,79,67,40,81],[96,96,95,95,94,97,93,97,97,95,95],[28,11,32,24,42,52],[0,32,25,31,68,60,100,99,101,100,99],[62,74,48,68,96,96],[29,100,99,99,100,99,101,98,100,99,100],[83,66,82,83,83,83],[29,63,16,41,69,68,71,70,73,72,71],[47,34,62,90,55,90],[20,21,46,65,34,96,93,93,95,94,94],[-1,69,41,93,94,93],[51,18,62,45,13,41,76,100,84,101,102]],""ycollectScaled"":[[65,66,66,66,67,66],[64,41,71,73,81,60,80,82,80,79,81],[38,51,15,40,30,46],[33,33,48,61,44,62,63,63,63,61,62],[23,15,65,56,35,67],[78,78,77,77,76,79,76,79,79,77,77],[26,13,29,23,37,44],[5,30,25,29,58,52,83,82,84,83,82],[52,61,41,56,77,77],[26,76,75,75,76,75,77,75,76,75,76],[71,58,71,71,71,71],[25,48,16,33,52,51,53,53,55,54,53],[38,29,48,68,44,68],[20,21,40,54,31,77,75,75,76,76,76],[4,55,35,73,74,73],[37,16,44,33,13,31,53,68,58,69,69]]}","17,100,68",1.25,22/02/2017 17:39:34,22/02/2017 17:40:35,22/02/2017 17:43:21,0:03:47,0:01:01,32,0,"random clicking to find something higher, than explore around that if I have clicks left or just go with it if I don\\'t"
31,0,0,1,"[78,69,64,63,70,64,74,65,63,69,70,66,72,70,67,76]","[38,5,3,24,15,23,16,7,36,19,33,4,37,2,6,31]","{""xcollect"":[[5,21,21,22,20,21,21,21,21,21,21],[2,24,14,14,14,14],[27,14,4,8,21,23,20,21,21,21,21],[6,22,15,1,27,10],[28,15,5,5,5,5,5,5,5,5,5],[3,11,19,24,24,24],[13,13,13,13,13,13,13,13,13,13,13],[9,24,17,4,27,13],[3,15,15,15,15,15,15,15,15,15,15],[2,15,24,8,29,11],[24,15,6,15,15,15,15,15,15,15,15],[22,15,5,10,26,10],[9,17,17,17,17,17,17,17,17,17,17],[21,8,8,8,8,8],[9,9,9,9,9,9,9,9,9,9,9],[22,9,3,3,3,3]],""ycollect"":[[29,70,68,57,19,70,73,71,71,71,72],[17,40,82,80,81,81],[50,67,36,58,73,41,49,74,74,71,72],[31,39,9,41,49,26],[49,41,72,71,71,72,72,72,68,72,70],[62,57,43,101,99,102],[96,98,97,98,98,99,98,99,98,98,97],[9,41,47,11,24,71],[42,77,78,79,77,78,78,77,78,78,78],[27,56,31,50,51,88],[46,62,38,62,65,62,63,64,62,61,62],[38,17,40,63,55,60],[5,68,69,69,68,68,70,70,70,70,68],[43,69,72,70,71,72],[70,68,72,70,70,70,70,69,69,70,70],[27,0,49,50,49,50]],""ycollectScaled"":[[28,60,58,49,20,60,62,60,60,60,61],[17,33,62,60,61,61],[37,48,28,42,52,31,36,52,52,50,51],[25,30,11,31,36,21],[39,34,55,55,55,55,55,55,53,55,54],[45,41,33,70,68,70],[76,78,77,78,78,78,78,78,78,78,77],[11,32,36,12,21,51],[31,54,54,55,54,54,54,54,54,54,54],[24,44,26,40,40,66],[37,48,32,48,51,48,49,50,48,48,48],[30,16,31,47,41,45],[9,54,55,55,54,54,55,55,55,55,54],[35,53,55,54,55,55],[52,51,53,52,52,52,52,51,51,52,52],[26,5,42,43,42,43]]}","16,43,38",1.11,22/02/2017 17:30:15,22/02/2017 17:33:30,22/02/2017 17:37:16,0:07:01,0:03:15,31,1,How did you try to increase your performance bonus? I tried to find the highest point box and click on it repeatedly.
32,0,1,0,"[64,75,71,70,80,69,76,70,60,63,62,70,63,78,76,62]","[20,24,4,22,34,27,13,15,1,38,25,2,6,29,36,23]","{""xcollect"":[[7,16,24,27,25,23],[1,24,23,22,21,20,18,19,20,20,21],[15,2,3,4,1,3],[19,5,26,13,11,10,9,10,10,11,10],[4,7,20,11,12,13],[1,17,18,16,24,23,25,26,27,26,26],[21,7,14,27,28,26],[7,6,5,4,5,5,6,5,5,5,5],[17,6,3,11,24,27],[25,9,2,29,17,14,20,16,15,16,16],[8,22,12,4,3,2],[3,24,29,6,14,16,20,10,4,0,1],[5,26,29,0,14,15],[12,22,24,23,21,3,2,4,5,4,4],[5,25,14,13,12,11],[13,23,29,0,12,15,5,6,28,27,26]],""ycollect"":[[9,44,55,42,52,63],[21,58,61,66,71,77,64,73,77,75,73],[0,85,88,76,75,88],[42,0,31,53,98,101,95,101,98,95,99],[47,42,2,71,94,99],[0,87,85,79,77,68,94,101,91,102,101],[22,25,53,100,89,100],[79,97,99,86,100,99,95,99,99,102,101],[80,83,76,55,96,14],[60,27,40,92,81,76,12,98,100,100,101],[67,5,53,72,85,100],[56,15,22,-1,44,48,28,29,35,102,101],[37,45,22,9,100,88],[35,59,34,54,56,86,53,100,80,102,100],[35,10,57,73,94,100],[64,11,69,38,56,56,42,37,89,102,83]],""ycollectScaled"":[[11,33,40,32,38,45],[21,49,51,55,58,63,53,60,63,61,60],[5,65,67,59,58,67],[34,5,27,42,74,76,72,76,74,72,74],[43,39,7,62,80,84],[5,65,64,60,58,52,70,75,68,75,75],[22,24,45,81,73,81],[60,73,74,65,75,74,72,74,74,76,76],[53,55,51,38,63,13],[43,22,30,63,56,53,13,67,68,68,69],[47,8,38,50,58,67],[44,16,20,4,36,39,25,25,30,76,76],[28,33,19,11,68,60],[32,51,32,47,49,72,46,83,67,85,83],[32,13,48,60,76,81],[45,12,48,29,40,40,31,28,60,68,56]]}","20,83,56",1.17,22/02/2017 17:36:43,22/02/2017 17:39:44,22/02/2017 17:46:49,0:10:06,0:03:01,30,0,"Tried to click on tiles next to each other and when I thought I would do better clicking repeatedly on a high score, I did that."
33,0,1,1,"[77,64,69,80,73,62,70,67,70,77,77,77,60,62,63,69]","[24,23,8,15,34,33,17,12,20,30,16,29,37,14,39,11]","{""xcollect"":[[7,6,8,9,10,11,12,5,13,4,14],[27,28,26,29,25,24],[0,5,12,19,24,13,11,10,9,8,7],[5,4,6,7,3,8],[11,4,16,21,25,26,12,13,14,10,15],[28,3,4,2,1,0],[29,28,27,23,17,11,6,2,3,1,0],[10,11,9,8,7,6],[9,3,13,18,19,20,21,22,17,23,24],[29,3,4,2,1,0],[15,16,14,13,12,11,24,25,23,22,21],[9,3,2,4,5,6],[10,3,15,20,24,21,4,2,19,27,18],[1,0,2,3,4,5],[26,3,8,13,14,15,12,11,16,17,18],[11,4,16,22,26,27]],""ycollect"":[[91,65,100,93,75,61,48,35,34,7,22],[98,90,81,69,44,18],[2,50,75,55,48,61,87,97,99,95,86],[101,88,98,80,72,61],[69,49,39,36,61,32,93,101,79,53,50],[47,93,71,100,99,79],[73,82,76,41,23,50,1,85,71,93,100],[68,28,94,81,64,63],[49,52,23,86,101,101,90,76,66,65,55],[30,67,43,91,100,100],[82,53,99,93,65,40,74,45,95,74,27],[16,84,52,98,81,32],[59,76,69,79,69,75,80,75,81,32,87],[98,81,97,71,40,14],[31,60,37,99,100,92,87,68,84,76,61],[34,63,51,-2,89,101]],""ycollectScaled"":[[75,55,82,77,63,52,42,32,31,10,22],[68,63,57,49,33,17],[6,40,57,43,38,47,65,72,73,71,64],[86,75,83,69,63,54],[55,41,33,31,50,28,73,79,63,44,42],[34,63,49,67,66,54],[56,62,58,34,21,40,6,65,55,70,75],[51,24,68,59,48,47],[39,41,21,65,76,76,68,58,51,51,44],[28,57,38,75,82,82],[68,46,81,77,55,36,62,40,78,62,26],[17,70,45,80,67,30],[40,51,46,52,46,50,53,50,54,24,57],[66,55,65,49,30,14],[25,43,28,67,68,63,60,48,58,53,43],[28,48,40,4,66,75]]}","28,99,73",1.18,22/02/2017 17:22:44,22/02/2017 17:24:13,22/02/2017 17:30:31,0:07:47,0:01:29,63,1,Poked around until I found some higher numbers
34,1,0,0,"[77,78,63,70,76,74,77,62,64,74,68,79,73,73,63,70]","[24,34,1,4,25,0,35,16,23,22,3,21,38,37,5,36]","{""xcollect"":[[16,10,7,6,8,3],[20,25,26,27,24,28,29,23,10,3,1],[25,22,18,28,3,8],[7,5,8,9,10,11,15,20,21,19,18],[8,7,9,6,5,10],[1,2,0,6,7,8,9,10,5,13,14],[21,22,20,19,23,18],[15,14,13,16,12,11,10,20,21,22,23],[5,4,6,11,9,17],[4,9,10,12,11,17,18,16,15,14,23],[1,0,2,4,8,9],[14,13,15,12,16,17,18,19,22,27,28],[26,27,28,29,25,22],[17,16,15,14,18,13,8,3,2,1,4],[4,3,2,5,6,7],[17,16,15,14,18,19,20,25,3,7,6]],""ycollect"":[[8,26,53,32,21,23],[11,53,63,51,44,49,34,18,9,39,-1],[35,39,-2,33,32,32],[48,42,67,74,63,32,18,76,37,64,76],[57,78,64,72,29,39],[42,30,66,52,74,94,75,43,26,94,86],[73,73,83,99,29,100],[72,93,96,18,86,82,57,74,98,93,100],[68,50,50,57,23,64],[19,45,48,4,9,68,33,91,60,32,0],[78,77,57,36,61,65],[55,65,56,45,60,71,57,28,1,54,7],[58,56,79,100,58,57],[71,74,77,64,44,30,25,94,89,54,47],[73,75,16,63,62,82],[89,85,78,48,99,74,49,32,42,61,64]],""ycollectScaled"":[[11,25,46,30,21,23],[14,46,54,45,39,43,32,19,12,35,4],[27,30,4,26,25,25],[39,34,52,57,49,27,18,58,31,50,58],[48,64,54,60,27,35],[36,27,54,43,60,75,61,37,24,75,69],[61,61,69,81,27,82],[50,63,65,16,58,56,40,51,66,63,67],[49,37,37,41,20,46],[19,38,41,8,12,55,29,72,49,29,5],[58,57,44,29,46,49],[48,56,49,41,52,61,50,27,6,48,11],[47,46,63,78,47,47],[57,59,61,52,37,27,23,74,70,44,39],[51,52,15,45,44,57],[67,65,60,39,74,57,39,27,34,48,50]]}","10,74,57",0.82,22/02/2017 17:21:59,22/02/2017 17:22:38,22/02/2017 17:26:34,0:04:35,0:00:39,31,0,clicked until I found a high square then clicked around it
35,1,0,1,"[79,75,69,72,66,79,64,80,64,75,70,71,66,76,65,68]","[24,39,5,36,6,35,37,31,28,25,7,32,18,13,27,2]","{""xcollect"":[[18,17,19,20,21,16,22,29,28,27,4],[25,24,26,29,14,0],[5,6,15,29,0,9,10,11,20,21,18],[13,5,0,29,23,18],[7,14,15,13,11,22,26,2,4,19,16],[17,16,15,14,13,12],[24,23,25,22,21,26,28,27,17,16,15],[1,2,0,11,24,23],[26,13,2,20,21,19,18,24,29,6,7],[22,0,6,2,7,8],[13,12,14,19,16,25,5,7,9,2,3],[7,8,2,1,3,4],[0,1,2,29,14,8,7,8,9,8,20],[27,12,12,12,12,12],[12,3,2,1,18,19,18,18,18,18,18],[0,1,3,24,28,0]],""ycollect"":[[100,60,89,76,61,8,39,70,89,51,19],[64,32,70,38,21,24],[61,60,62,17,13,75,101,57,65,55,59],[42,48,40,2,24,102],[10,81,40,64,75,25,49,73,18,49,69],[79,98,93,80,56,24],[89,92,100,74,69,101,54,53,68,74,76],[51,44,56,48,58,56],[40,30,4,99,74,97,63,28,22,32,80],[29,52,70,44,80,55],[70,37,71,15,29,48,58,44,8,43,11],[52,51,74,70,86,100],[66,48,16,45,13,72,47,69,52,72,3],[63,69,70,71,69,71],[56,75,79,25,83,80,84,84,84,83,83],[70,58,22,64,39,71]],""ycollectScaled"":[[84,52,75,65,53,11,36,60,75,45,20],[53,29,58,34,21,23],[47,46,48,17,14,57,75,44,50,43,46],[35,40,34,6,22,78],[12,58,31,47,55,22,37,53,17,37,51],[67,82,78,68,49,24],[62,64,69,52,49,70,40,39,49,52,54],[46,40,50,43,51,50],[31,24,8,68,52,67,45,23,19,25,56],[27,44,58,38,65,46],[54,31,55,16,25,39,46,36,11,35,13],[42,41,58,55,66,76],[49,37,16,35,14,53,36,51,39,53,7],[53,57,58,59,57,59],[41,54,56,21,59,57,60,60,60,59,59],[53,44,20,49,32,53]]}","8,70,53",0.92,22/02/2017 17:22:07,22/02/2017 17:23:41,22/02/2017 17:27:23,0:05:16,0:01:34,27,0,Clicking near or on the high value tiles
