id,scenario,kernel,horizon,scale,envOrder,searchHistory,optimaGuess,reward,start,instructionsComplete,end,ExperimentDuration,instructionDuration,age,gender,processDescription
36,1,1,0,"[78,65,78,80,78,73,65,80,80,67,78,71,77,80,70,60]","[0,26,16,2,29,19,18,30,15,28,39,25,13,38,5,37]","{""xcollect"":[[17,8,9,10,11,12],[12,20,21,19,18,17,16,18,18,18,18],[13,14,15,12,13,13],[8,9,6,7,18,13,0,0,0,0,0],[13,4,4,4,4,4],[25,7,8,9,10,6,5,4,5,5,5],[22,11,16,29,0,1],[5,13,9,10,23,19,29,26,0,0,0],[2,3,4,5,6,5],[3,7,3,0,17,13,13,13,13,13,13],[20,10,15,15,15,15],[3,11,4,2,1,0,1,1,1,1,1],[29,28,27,26,25,26],[10,5,5,5,5,5,5,5,5,5,5],[21,5,0,1,2,1],[20,29,0,8,9,7,6,5,7,7,7]],""ycollect"":[[42,64,93,101,92,76],[9,70,61,87,98,90,61,100,99,101,100],[94,99,84,63,94,93],[57,57,0,25,10,29,99,98,99,101,101],[26,100,101,100,100,99],[48,82,84,87,80,93,99,91,101,101,101],[40,38,29,70,33,22],[31,2,63,62,5,38,31,18,99,100,100],[58,72,87,102,99,98],[65,16,66,20,72,97,95,96,94,96,96],[17,51,92,92,92,93],[86,56,72,99,101,89,99,100,102,99,99],[76,89,100,100,84,101],[11,93,94,95,94,93,92,93,93,93,94],[36,38,88,93,73,92],[78,0,40,96,79,98,93,86,101,101,101]],""ycollectScaled"":[[38,55,78,84,77,64],[11,51,45,62,69,64,45,70,69,71,70],[78,82,71,54,78,78],[51,51,5,25,13,28,84,83,84,86,86],[25,83,84,83,83,82],[40,65,66,69,63,73,77,71,79,79,79],[31,30,24,51,26,19],[30,7,55,55,9,35,30,19,84,85,85],[51,63,75,87,84,83],[49,16,49,18,53,70,69,69,68,69,69],[18,45,77,77,77,78],[66,45,56,75,77,68,75,76,77,75,75],[64,74,82,82,70,83],[14,79,80,81,80,79,79,79,79,79,80],[30,32,67,70,56,69],[52,5,29,63,52,64,61,57,66,66,66]]}","15,70,47",1.36,22/02/2017 17:31:21,22/02/2017 17:35:50,22/02/2017 17:39:44,0:08:23,0:04:29,28,1,just randomly choose.
37,1,1,1,"[71,64,70,76,76,78,75,75,60,77,77,74,72,60,70,69]","[9,27,24,7,36,38,22,14,19,32,1,16,37,18,2,39]","{""xcollect"":[[26,0,8,17,1,16,18,19,28,28,29],[3,16,0,24,29,23],[14,29,15,13,0,9,8,7,10,21,25],[19,0,29,6,25,5],[21,0,28,29,8,9,9,9,9,9,9],[13,12,29,0,18,25],[28,0,2,5,13,10,19,8,9,11,12],[7,0,29,4,24,11],[10,0,29,16,22,26,6,20,21,23,6],[16,15,17,14,15,13],[20,0,21,22,23,24,25,26,27,28,29],[28,27,25,24,22,20],[6,4,1,7,6,5,8,28,18,15,10],[15,4,21,28,24,18],[22,4,2,1,9,17,15,14,12,11,10],[14,0,3,9,13,15]],""ycollect"":[[46,65,9,95,40,72,101,90,68,65,38],[48,81,11,78,54,67],[24,65,26,34,28,92,99,91,75,72,58],[39,62,54,89,90,61],[63,67,65,54,66,83,85,85,85,85,83],[37,6,93,37,53,62],[34,9,14,1,51,100,46,76,94,97,78],[0,83,50,42,76,61],[78,34,-1,71,10,51,93,10,8,23,94],[94,101,67,82,100,45],[98,50,97,92,94,96,78,46,13,-1,6],[47,63,45,73,74,1],[92,79,63,99,93,86,99,8,88,69,58],[43,66,18,83,87,2],[45,35,75,101,56,30,51,44,14,9,30],[99,70,62,42,101,91]],""ycollectScaled"":[[38,51,11,72,33,56,77,69,53,51,32],[36,57,12,55,40,48],[22,51,23,29,25,69,74,69,58,55,46],[35,52,46,73,73,51],[53,56,54,46,55,68,70,70,70,70,68],[34,10,78,34,46,53],[31,12,16,6,43,80,40,62,76,78,64],[5,67,43,37,62,51],[52,25,4,48,11,36,61,11,10,19,61],[77,83,57,68,82,40],[80,44,80,76,77,79,65,40,15,4,10],[40,52,38,59,60,6],[71,62,50,76,72,67,76,11,68,55,47],[31,45,16,55,57,6],[37,30,58,76,44,26,41,36,15,11,26],[73,53,48,34,75,68]]}","12,88,66",1.17,22/02/2017 17:45:38,22/02/2017 17:46:58,22/02/2017 17:51:10,0:05:32,0:01:20,24,1,I clicked near the highest numbers.
38,0,0,0,"[79,78,74,79,73,68,62,68,67,74,71,64,80,60,69,76]","[3,33,15,30,31,39,27,28,20,36,4,2,38,34,13,8]","{""xcollect"":[[0,1,2,3,4,5],[13,22,2,1,0,8,6,7,9,10,11],[19,0,1,2,3,4],[9,10,8,11,12,13,3,4,6,17,15],[18,19,17,16,20,21],[1,15,16,17,14,18,19,9,8,10,7],[7,17,18,16,19,20],[7,6,8,9,10,11,16,14,20,21,19],[26,10,11,9,8,6],[23,9,8,10,11,7,6,5,12,13,14],[2,7,8,9,10,11],[3,8,9,7,6,5,4,13,10,11,15],[19,14,15,16,17,13],[19,9,13,16,17,18,15,2,4,6,7],[20,10,6,8,9,7],[1,0,2,3,4,5,6,7,7,8,9]],""ycollect"":[[79,77,57,43,38,23],[34,0,55,76,75,49,38,68,57,87,72],[47,98,95,75,100,89],[92,75,37,68,79,41,36,22,40,34,6],[71,69,63,40,68,27],[19,68,99,67,19,26,0,63,64,53,61],[1,99,85,76,81,31],[79,33,93,68,72,44,26,18,101,72,98],[53,70,45,100,50,46],[24,93,69,75,50,62,67,46,47,41,49],[27,49,69,75,61,31],[22,72,54,98,94,66,32,43,67,21,0],[25,65,96,69,40,49],[27,1,3,63,75,27,7,44,31,101,83],[24,38,9,78,12,94],[77,12,98,85,54,76,68,58,58,54,41]],""ycollectScaled"":[[67,66,50,39,35,23],[32,5,48,64,64,43,35,58,49,73,61],[40,78,75,61,79,71],[78,64,34,59,67,37,33,22,37,32,10],[57,55,51,34,55,25],[18,51,72,51,18,23,5,48,49,41,46],[6,66,58,52,55,24],[59,27,68,51,54,35,23,17,74,54,72],[41,52,35,72,39,36],[23,74,56,61,42,51,55,39,40,35,41],[24,40,54,58,48,27],[19,51,40,68,65,47,25,33,48,18,5],[25,57,82,60,37,44],[21,6,7,43,50,21,9,31,24,66,55],[22,31,11,59,13,70],[64,14,79,70,46,63,57,49,49,46,36]]}","17,53,45",0.99,22/02/2017 17:23:10,22/02/2017 17:24:50,22/02/2017 17:28:41,0:05:31,0:01:40,32,0,How did you try to increase your performance bonus? guessing through proximity
39,0,1,1,"[61,72,74,60,69,61,79,80,79,80,76,78,73,69,80,75]","[8,24,1,13,23,28,0,32,20,29,33,34,9,2,12,6]","{""xcollect"":[[24,0,8,9,10,11,7,12,19,29,15],[14,1,26,27,25,24],[16,15,17,18,19,20,21,22,23,24,25],[0,3,6,2,4,1],[25,13,14,15,16,17,18,19,20,21,12],[28,11,12,13,14,15],[19,10,9,11,12,8,13,7,14,15,16],[15,14,16,17,18,13],[20,19,21,22,23,24,18,17,16,25,26],[24,13,4,3,5,6],[16,6,24,23,25,26,27,28,29,22,21],[4,5,6,7,8,9],[19,18,17,16,20,21,15,14,22,13,12],[23,11,18,19,20,21],[8,9,7,10,11,6,5,4,3,2,1],[8,22,23,24,25,26]],""ycollect"":[[49,3,94,99,94,86,84,76,57,24,49],[23,20,57,55,57,58],[73,61,82,87,96,98,98,93,93,93,78],[69,75,49,76,76,76],[45,61,66,56,47,48,69,86,84,54,55],[29,47,78,95,100,92],[4,100,93,91,76,64,60,24,56,62,60],[99,81,93,66,45,44],[100,99,90,77,63,55,86,67,44,52,48],[31,23,100,86,81,30],[27,23,59,43,72,72,64,48,40,18,1],[47,49,44,39,52,50],[90,100,95,71,63,26,36,13,1,12,20],[27,9,10,8,28,49],[83,94,61,67,26,64,70,55,30,22,27],[6,18,40,59,57,45]],""ycollectScaled"":[[35,7,62,65,62,57,56,51,40,20,35],[22,19,46,45,46,47],[59,50,66,69,76,78,78,74,74,74,63],[46,50,34,51,51,51],[36,47,51,44,37,38,53,64,63,42,43],[23,34,53,63,66,61],[8,84,78,77,65,56,52,24,49,54,52],[84,70,79,58,41,40],[84,83,76,66,55,48,73,58,40,46,43],[30,23,85,74,70,29],[26,22,50,38,60,60,54,41,35,19,6],[42,43,39,35,46,44],[71,78,74,57,51,24,31,14,6,14,20],[24,11,12,11,24,39],[71,80,54,59,26,56,61,49,29,23,27],[10,19,35,49,48,39]]}","17,33,30",1.04,22/02/2017 17:38:16,22/02/2017 17:39:50,22/02/2017 17:44:25,0:06:09,0:01:34,34,1,clicked next to higher numbers
40,1,0,0,"[68,62,63,76,69,63,74,75,78,76,73,67,76,70,69,72]","[0,15,36,34,14,28,5,18,13,6,24,12,16,17,10,33]","{""xcollect"":[[22,21,23,7,8,9],[6,7,5,20,21,23,14,19,8,10,11],[27,14,22,21,23,15],[26,18,11,27,25,21,5,6,7,8,4],[5,8,10,16,17,15],[19,20,18,21,12,7,5,8,9,10,14],[0,15,17,19,20,18],[6,14,7,22,23,24,25,21,16,20,5],[26,14,20,25,8,7],[21,9,8,10,11,12,13,14,15,16,17],[20,19,18,17,16,21],[14,15,13,16,22,19,8,2,6,17,24],[29,28,27,4,7,8],[21,20,22,12,10,9,8,11,17,18,16],[21,13,14,15,16,17],[1,2,0,4,14,13,15,16,22,21,17]],""ycollect"":[[92,53,75,73,95,75],[77,64,72,69,72,60,1,48,59,100,89],[33,49,69,64,25,77],[60,28,29,52,53,4,64,100,81,52,31],[42,62,45,79,67,42],[96,99,65,73,51,81,18,94,67,73,18],[13,61,59,77,63,57],[58,12,48,76,100,79,48,35,39,3,76],[60,60,23,60,76,95],[15,68,18,91,77,77,65,79,42,67,102],[77,92,100,61,8,61],[99,93,50,57,36,28,22,10,5,25,29],[78,64,29,1,98,79],[76,29,64,51,80,79,59,63,75,60,91],[40,57,62,99,52,14],[78,55,73,47,70,37,63,48,-2,6,72]],""ycollectScaled"":[[68,41,56,55,70,56],[53,45,50,48,50,42,6,35,42,67,60],[26,36,48,45,21,54],[51,26,27,45,45,8,54,81,67,45,29],[34,48,36,60,51,34],[65,67,46,51,37,56,16,64,47,51,16],[15,50,49,62,52,47],[49,14,41,62,80,64,41,31,34,7,62],[52,52,23,52,64,79],[16,57,19,74,64,64,54,65,37,56,83],[61,72,78,50,11,50],[71,67,39,43,29,24,20,12,8,22,24],[64,54,27,6,79,65],[58,25,50,41,61,60,46,49,58,47,69],[33,44,48,73,41,15],[61,45,58,39,55,32,50,40,4,9,57]]}","18,60,48",1.19,22/02/2017 17:25:15,22/02/2017 17:28:29,22/02/2017 17:34:29,0:09:14,0:03:14,43,0,How did you try to increase your performance bonus?I tried to click evenly on the row of squares inorder to increase my probablitiy to get a draker color and higher reward
41,1,0,1,"[76,64,70,64,68,70,73,67,77,65,61,79,69,61,72,63]","[13,32,7,18,25,3,16,30,35,0,17,9,24,28,26,6]","{""xcollect"":[[8,9,18,19,24,23,21,22,3,14,13],[16,24,9,23,4,3],[4,20,16,25,12,9,21,22,19,28,24],[29,16,7,24,23,22],[20,12,24,7,6,16,17,15,3,2,28],[15,23,8,17,7,2],[29,18,11,10,22,23,21,24,20,27,5],[3,17,10,9,8,26],[16,15,14,17,24,7,18,19,20,5,4],[2,17,11,20,21,19],[15,23,8,4,21,20,14,22,19,11,17],[20,21,19,22,9,16],[28,21,29,27,9,16,5,2,25,12,13],[21,11,17,4,27,14],[19,11,12,10,24,25,26,23,5,16,21],[22,13,6,18,19,17]],""ycollect"":[[79,10,59,45,84,87,30,67,46,59,86],[48,87,56,74,100,84],[10,55,28,50,38,9,99,73,14,42,44],[48,38,49,78,101,74],[48,17,26,80,70,100,81,67,56,45,3],[24,41,59,37,48,58],[78,44,83,58,92,100,97,76,71,28,9],[36,33,74,91,38,23],[98,95,79,80,1,44,100,101,82,84,68],[30,68,28,73,54,67],[74,30,56,32,81,29,45,65,27,64,72],[100,85,65,65,56,41],[89,60,70,49,7,7,35,42,19,96,78],[74,43,22,21,41,19],[50,83,79,57,80,101,77,59,13,72,69],[24,63,37,82,50,100]],""ycollectScaled"":[[65,13,50,39,69,71,28,56,40,50,70],[36,61,41,52,69,59],[12,44,25,40,32,11,74,56,15,34,36],[36,29,36,55,70,52],[38,17,23,59,53,73,60,51,43,36,7],[22,34,46,31,39,46],[62,37,66,47,72,78,76,60,57,25,12],[29,27,55,66,30,20],[80,78,66,67,6,39,82,83,68,70,57],[25,49,23,52,40,49],[50,23,39,25,54,23,32,45,21,44,49],[84,72,56,56,49,37],[66,46,53,39,10,10,29,34,18,71,59],[50,31,18,18,30,17],[41,65,62,46,63,78,60,47,14,57,55],[20,45,28,57,37,68]]}","16,66,47",1.15,22/02/2017 17:22:06,22/02/2017 17:25:11,22/02/2017 17:39:07,0:17:01,0:03:05,27,1,Try locate the darker colors by trying to reveal them with as few clicks as possible and then followed the color routine as they appear frequently together.
42,1,1,0,"[63,70,77,77,62,69,66,71,78,68,67,75,72,62,66,71]","[36,34,23,16,33,32,38,0,26,6,22,21,35,9,17,5]","{""xcollect"":[[23,13,12,11,10,9],[20,9,8,7,11,13,14,12,15,23,24],[0,9,15,16,17,18],[18,8,7,9,10,26,3,2,1,4,13],[6,16,10,23,20,27],[11,4,2,8,9,10,16,17,15,14,23],[25,20,28,29,27,11],[13,8,7,11,10,9,16,17,21,25,26],[7,6,8,9,17,18],[15,14,13,16,9,4,7,23,26,20,28],[2,8,9,10,11,12],[26,25,27,21,20,19,18,14,10,6,4],[22,23,21,20,19,18],[10,17,18,19,16,25,22,6,3,3,0],[9,12,15,18,17,21],[6,11,14,15,16,19,20,17,22,25,26]],""ycollect"":[[20,71,92,101,94,84],[1,51,50,40,69,100,80,93,50,91,86],[41,2,55,48,49,69],[16,81,56,78,51,47,82,78,57,70,93],[19,26,27,42,21,63],[27,44,0,72,81,64,94,66,99,81,82],[63,12,76,91,64,0],[61,64,24,93,101,93,60,42,29,52,51],[97,76,92,65,92,102],[87,99,96,63,8,46,9,38,44,3,26],[14,76,95,100,97,79],[94,88,88,78,102,99,72,24,1,45,70],[74,70,90,101,97,86],[14,93,100,91,72,32,2,15,2,2,64],[38,38,59,5,23,36],[39,40,93,101,94,79,52,84,38,50,47]],""ycollectScaled"":[[18,50,63,69,64,58],[6,41,40,33,53,75,61,70,40,69,65],[37,7,47,42,43,58],[17,67,48,65,44,41,68,65,49,59,77],[17,21,22,31,18,44],[24,35,5,55,61,49,70,51,73,61,62],[47,13,55,65,47,5],[48,50,22,71,77,71,48,35,26,42,41],[81,64,77,56,77,85],[64,72,70,48,10,36,11,31,35,7,23],[14,56,69,72,70,58],[76,71,71,64,82,79,59,23,6,39,58],[58,55,70,78,75,67],[14,63,67,61,50,25,6,14,6,6,45],[30,30,44,8,20,29],[33,33,71,77,72,61,42,65,32,41,38]]}","10,10,12",1.21,22/02/2017 17:23:21,22/02/2017 17:24:55,22/02/2017 17:28:50,0:05:29,0:01:34,30,1,"I just clicked in a pattern I thought would reveal a high number, then clicked to the sides of it."
43,1,1,1,"[71,78,60,72,62,79,62,74,72,63,69,80,79,68,79,71]","[17,33,22,5,9,10,13,36,7,2,0,32,29,20,28,19]","{""xcollect"":[[25,24,26,27,28,29,28,20,17,12,11],[1,0,2,3,4,5],[12,13,9,8,10,11,0,29,22,20,18],[17,18,16,15,14,13],[7,0,1,13,15,20,22,21,19,18,17],[19,20,18,17,16,14],[0,2,4,8,3,1,5,6,13,16,17],[15,16,17,18,14,19],[10,9,8,7,6,5,11,12,13,14,15],[8,7,10,17,23,24],[23,24,28,29,27,26,25,22,15,14,13],[16,17,15,14,13,18],[29,28,0,2,3,3,3,3,3,3,3],[5,6,4,6,7,10],[7,11,12,13,13,13,13,13,13,13,13],[22,29,27,26,25,28]],""ycollect"":[[52,45,65,77,81,72,81,19,25,38,49],[100,80,98,92,69,32],[80,52,94,74,100,99,9,22,13,44,39],[85,87,93,100,93,79],[20,65,41,14,36,65,0,27,91,100,92],[67,27,92,101,92,43],[69,76,78,6,76,78,70,51,42,45,40],[64,80,78,61,55,54],[78,83,93,100,89,62,91,99,84,50,20],[55,27,30,32,25,14],[62,61,67,67,59,50,53,44,64,54,61],[94,66,98,83,45,42],[57,25,14,52,86,86,84,84,86,85,84],[14,1,36,0,11,50],[14,48,77,95,95,93,94,95,97,95,94],[12,0,37,51,47,11]],""ycollectScaled"":[[42,37,51,60,63,56,63,18,23,32,40],[83,67,81,77,59,30],[53,36,61,49,65,64,10,18,13,31,28],[66,68,72,77,72,62],[17,45,30,14,27,45,5,22,61,67,62],[58,26,78,85,78,39],[48,52,53,9,52,53,48,37,31,33,30],[52,64,63,50,46,45],[61,65,72,77,69,50,71,76,65,41,19],[40,22,24,25,21,14],[48,47,51,51,46,40,42,35,49,42,47],[80,58,83,71,41,39],[50,25,16,46,73,73,71,71,73,72,71],[15,6,29,5,12,39],[16,43,66,80,80,78,79,80,82,80,79],[14,5,31,41,38,13]]}","12,58,46",0.96,22/02/2017 17:29:50,22/02/2017 17:31:18,22/02/2017 17:36:11,0:06:21,0:01:28,24,1,"I just tried to find a box with a high value, and then I would check on the boxes around that one."
44,0,0,0,"[80,66,61,71,67,64,69,64,64,71,66,72,71,75,67,62]","[30,32,26,10,6,25,11,4,33,14,20,1,28,29,36,3]","{""xcollect"":[[9,9,9,9,9,9],[3,5,2,4,4,4,4,4,4,4,4],[26,25,25,25,25,25],[19,4,26,13,10,10,10,10,10,10,10],[11,8,14,15,13,14],[0,27,13,17,17,17,17,17,17,17,17],[26,15,12,18,16,15],[4,14,24,25,23,24,24,24,24,24,24],[0,1,2,1,1,1],[9,11,7,9,9,9,9,9,9,9,9],[23,13,1,29,7,8],[28,11,20,5,2,0,0,0,0,0,0],[9,10,8,8,8,8],[24,23,25,25,25,25,25,25,25,25,25],[15,16,14,17,18,19],[14,15,13,12,11,10,9,10,10,10,10]],""ycollect"":[[93,93,92,92,91,90],[83,60,73,100,102,99,100,98,99,102,101],[79,100,101,100,98,99],[39,31,25,56,100,99,100,98,99,100,98],[75,19,81,42,64,80],[52,9,66,80,78,78,79,80,81,80,80],[30,56,27,23,33,57],[49,50,82,68,63,83,82,82,81,81,85],[74,76,56,75,76,76],[59,36,46,60,63,58,59,60,61,61,60],[9,0,34,6,20,49],[31,31,18,28,42,99,100,100,101,100,101],[66,72,93,93,94,94],[56,39,101,101,100,100,101,100,100,99,101],[76,85,48,89,99,74],[69,25,80,92,99,99,66,99,100,100,99]],""ycollectScaled"":[[79,79,79,79,78,77],[60,45,53,71,72,70,71,70,70,72,72],[53,66,67,66,65,65],[33,27,23,45,76,75,76,75,75,76,75],[55,18,59,33,48,59],[38,11,47,56,55,55,56,56,57,56,56],[26,44,24,21,28,44],[36,37,57,49,45,58,57,57,57,57,59],[52,54,41,53,54,54],[47,31,38,48,50,46,47,48,48,48,48],[11,5,27,9,18,37],[27,27,18,25,35,76,77,77,78,77,78],[52,56,71,71,72,72],[47,34,81,81,80,80,81,80,80,79,81],[56,62,37,65,71,55],[48,21,55,62,66,66,46,66,67,67,66]]}","11,100,67",1.28,22/02/2017 17:22:54,22/02/2017 17:24:19,22/02/2017 17:27:39,0:04:45,0:01:25,31,0,I tried to find a high paying box and I would stick with it if it was 60  points.
45,0,0,1,"[61,66,67,73,67,73,73,77,76,71,68,79,61,76,68,70]","[5,34,0,37,13,24,35,38,19,14,1,33,32,39,16,17]","{""xcollect"":[[14,8,20,15,13,7,6,9,10,10,10],[9,17,18,16,17,17],[27,6,13,13,13,13,13,13,13,13,13],[20,6,6,6,6,6],[15,5,22,23,24,25,24,24,24,24,24],[8,21,22,20,20,20],[12,21,22,23,20,20,20,20,20,20,20],[20,7,7,7,7,7],[0,1,2,19,21,0,0,0,0,0,0],[14,5,4,6,7,9],[1,0,2,0,0,0,0,0,0,0,0],[16,17,18,17,17,17],[19,20,18,19,19,19,19,19,17,19,19],[10,11,12,9,8,9],[19,7,6,8,7,9,6,7,7,7,7],[29,28,28,28,28,28]],""ycollect"":[[80,80,65,61,49,81,61,74,99,100,99],[3,75,28,62,76,74],[32,49,95,95,95,96,95,97,95,96,95],[15,88,89,89,89,89],[53,0,70,82,83,60,84,83,84,83,84],[20,59,37,78,78,77],[27,70,73,29,83,81,84,81,82,82,82],[21,80,82,81,85,82],[73,48,26,53,25,72,73,71,70,72,71],[-1,43,25,52,44,60],[81,98,41,101,100,102,100,98,100,99,100],[50,72,61,74,74,74],[95,61,75,97,95,96,97,97,66,96,95],[53,57,53,63,64,64],[49,97,65,78,98,61,64,97,97,97,96],[60,88,86,89,87,88]],""ycollectScaled"":[[54,54,45,42,35,54,42,50,65,66,65],[7,55,23,46,55,54],[26,38,69,69,69,69,69,70,69,69,69],[16,69,70,70,70,70],[41,5,52,60,61,45,61,61,61,61,61],[20,48,32,62,62,61],[25,56,58,26,66,64,66,64,65,65,65],[21,67,68,67,70,68],[60,41,25,45,24,60,60,59,58,60,59],[4,36,23,42,36,48],[60,72,33,74,73,74,73,72,73,72,73],[45,62,53,63,63,63],[63,42,51,64,63,64,64,64,45,64,63],[45,48,45,53,54,54],[38,71,49,58,72,46,49,71,71,71,70],[47,67,65,67,66,67]]}","28,87,66",1.27,22/02/2017 17:23:17,22/02/2017 17:24:57,22/02/2017 17:32:17,0:09:00,0:01:40,28,1,"If I thought the initial number was low, I would go to the opposite side. If the initial number was high then I would click next to it."
46,0,1,0,"[79,74,77,72,79,69,72,71,66,78,80,70,75,66,64,77]","[1,19,3,37,12,4,20,6,33,38,27,9,17,31,39,34]","{""xcollect"":[[26,21,21,22,23,24],[6,5,7,4,3,8,9,10,11,12,21],[11,12,13,15,14,10],[13,14,17,18,19,20,16,15,27,6,5],[18,14,13,15,16,17],[9,8,10,7,11,5,6,22,23,21,20],[1,0,2,5,10,13],[28,24,21,18,15,14,13,12,10,11,4],[16,9,7,10,23,26],[8,6,5,4,3,2,2,17,18,15,14],[14,13,15,16,12,11],[6,2,12,15,20,21,18,17,16,19,24],[23,20,26,27,28,25],[12,6,8,15,20,21,22,23,27,17,2],[4,8,1,0,2,18],[5,10,7,2,18,23,24,25,22,21,28]],""ycollect"":[[44,97,96,93,94,94],[95,100,84,91,72,85,87,80,66,60,9],[78,102,99,32,70,59],[62,68,84,90,83,77,75,69,33,93,86],[46,81,43,99,88,63],[97,92,84,84,57,67,74,100,95,96,86],[80,85,66,15,51,21],[25,58,6,8,88,100,95,75,22,45,47],[27,40,43,27,43,72],[46,81,94,90,65,39,41,81,52,99,76],[70,68,71,80,61,55],[17,13,18,38,63,27,101,96,72,90,15],[43,19,63,77,80,51],[4,11,41,43,59,100,82,28,18,26,46],[46,37,79,70,73,61],[50,52,41,19,23,91,85,60,71,33,31]],""ycollectScaled"":[[40,82,81,78,79,79],[75,79,67,72,58,68,69,64,54,49,12],[65,84,81,30,59,50],[50,54,65,70,65,60,59,55,29,72,67],[41,69,39,83,75,55],[72,68,63,63,44,51,56,74,71,71,64],[63,66,53,16,42,20],[23,46,9,11,67,76,72,58,21,37,38],[23,31,33,23,33,53],[41,68,78,75,56,35,37,68,46,82,64],[61,59,62,69,54,49],[17,14,18,32,49,24,76,72,55,68,16],[37,19,52,63,65,43],[8,12,32,33,44,71,59,23,17,22,35],[34,29,56,50,52,44],[44,45,37,20,23,75,70,51,60,30,29]]}","17,37,33",1.11,22/02/2017 17:54:34,22/02/2017 17:58:19,22/02/2017 18:10:16,0:15:42,0:03:45,40,1,Random clicking until i hit a darker shade then I zeroed in
47,1,0,0,"[71,67,75,80,65,66,60,76,79,67,72,78,74,76,78,67]","[13,8,26,21,27,19,11,34,39,37,32,30,29,4,12,20]","{""xcollect"":[[19,18,17,16,15,10],[8,9,7,5,4,17,14,18,19,23,22],[24,23,25,26,27,22],[16,17,18,11,8,7,6,23,24,22,28],[12,11,10,4,3,2],[3,5,2,16,15,14,13,12,11,10,9],[14,5,6,4,21,22],[27,4,13,26,25,8,9,7,6,5,19],[5,6,4,17,18,16],[3,4,2,1,13,22,21,23,24,25,26],[20,19,18,17,16,3],[27,4,8,12,13,11,10,9,18,21,23],[13,3,2,1,21,22],[7,14,23,21,22,24,25,26,3,2,4],[23,7,3,16,15,14],[18,3,8,13,19,17,24,22,27,10,11]],""ycollect"":[[44,58,98,100,53,40],[55,42,56,76,55,53,30,100,84,46,2],[81,59,99,79,52,71],[61,68,54,42,84,101,58,39,31,1,9],[59,93,47,64,76,79],[38,40,25,50,57,97,97,101,90,75,55],[35,96,59,69,101,91],[48,31,3,62,55,52,2,81,100,65,27],[76,52,69,66,25,101],[96,48,90,55,31,74,68,90,90,98,100],[61,95,72,67,48,87],[21,23,37,79,38,67,76,93,31,35,58],[37,63,71,60,89,56],[49,50,63,41,38,81,67,55,54,28,49],[26,6,13,56,96,100],[52,16,51,0,9,59,42,4,57,69,44]],""ycollectScaled"":[[36,46,75,76,43,33],[42,33,43,56,42,41,25,72,61,36,6],[66,49,79,64,44,58],[54,59,48,39,72,86,51,36,30,6,12],[43,65,36,47,54,56],[30,31,22,38,43,69,69,72,64,55,41],[26,63,40,46,66,60],[41,29,7,52,47,45,7,67,81,54,26],[65,46,60,57,25,85],[69,37,65,42,26,55,51,65,65,71,72],[49,73,57,53,40,68],[21,23,34,67,35,57,64,78,29,32,50],[32,52,58,49,71,46],[42,43,53,36,34,67,56,47,46,26,42],[25,10,15,49,80,83],[40,16,39,5,11,45,33,8,43,51,34]]}","10,71,53",1.28,22/02/2017 17:28:49,22/02/2017 17:30:07,22/02/2017 17:36:08,0:07:19,0:01:18,44,0,"How did you try to increase your performance bonus? I selected nearby if the box was fairly high, otherwise I clicked kind of evenly spaced to find the high numbers"
48,1,0,1,"[77,66,70,67,74,77,64,66,79,68,73,67,66,74,73,62]","[14,5,23,1,31,27,19,35,34,8,10,24,25,15,22,39]","{""xcollect"":[[21,20,22,23,24,25,28,7,10,3,6],[23,12,10,9,7,10],[2,18,8,11,15,14,17,16,21,24,25],[12,21,12,10,8,15],[8,15,10,9,25,28,26,24,22,20,18],[8,16,19,21,20,17],[9,17,20,12,11,13,14,15,10,4,2],[5,16,17,15,13,14],[26,11,7,5,10,7,7,6,9,8,4],[19,10,7,5,4,12],[18,11,7,5,1,4,9,11,10,8,11],[5,13,15,10,12,10],[10,13,15,17,19,18,16,14,21,24,26],[27,13,11,10,9,8],[5,13,15,17,18,21,16,19,21,22,20],[26,15,10,18,21,24]],""ycollect"":[[85,48,99,96,85,57,21,45,45,31,53],[28,22,100,76,81,101],[60,49,-1,57,80,68,68,88,53,102,94],[66,17,66,2,31,87],[26,25,20,0,68,21,55,59,29,65,70],[22,74,80,20,28,102],[56,35,44,99,88,99,96,55,74,50,27],[82,97,79,93,57,80],[61,27,82,62,10,82,81,101,5,52,31],[83,66,58,78,53,60],[1,56,38,42,10,32,98,55,100,51,53],[37,77,10,25,96,25],[37,67,69,80,33,36,99,62,34,23,26],[21,7,90,101,79,59],[40,40,61,69,32,76,91,28,78,42,86],[70,68,52,26,48,33]],""ycollectScaled"":[[70,42,81,79,70,49,21,40,40,29,46],[23,20,71,55,58,72],[47,39,4,45,61,53,53,67,42,76,71],[49,16,49,6,26,63],[24,24,20,5,55,21,46,49,26,53,57],[22,62,67,20,27,84],[41,27,33,68,61,68,66,40,52,37,22],[59,69,57,66,43,58],[53,26,70,54,13,70,69,85,9,46,29],[61,50,44,58,41,46],[6,46,33,36,12,28,77,45,78,42,44],[30,57,12,22,69,22],[29,49,51,58,27,29,70,46,27,20,22],[21,10,72,80,63,49],[34,34,50,55,28,60,71,25,62,36,68],[48,47,37,21,35,25]]}","14,22,19",1.21,22/02/2017 17:48:20,22/02/2017 17:49:13,22/02/2017 17:51:30,0:03:10,0:00:53,18,0,"The higher the numbers got, I continued to go in that direction"
