"","participant","reward","nLL","kernel","acq","R2","bonus","kError","lambda","beta","tau","ModelName","bestDescribed"
"149",69,"Best",895.09227206339,"LRBF","UCB",0.222328185908422,1.03,NA,0.645378181006735,48.937871263444,9.66113286195434,"LRBF-UCB",70
"150",70,"Best",876.592649824943,"LRBF","UCB",0.238400981122056,1.1,NA,0.87543400852189,0.948681373089827,0.180839499451669,"LRBF-UCB",70
"151",71,"Cumulative",549.657867826245,"LRBF","UCB",0.522447635240143,1.13,NA,0.73954968549556,0.205855921311735,0.0473721876451173,"LRBF-UCB",70
"152",72,"Cumulative",443.738392616318,"LRBF","UCB",0.61447232700097,1.11,NA,0.595647741328317,0.245199337989962,0.0356062741356452,"LRBF-UCB",70
"153",73,"Best",754.896664630532,"LRBF","UCB",0.344132580564463,1.19,NA,0.743057286967074,0.833613059731219,0.126586528612653,"LRBF-UCB",70
"154",74,"Cumulative",1028.08266140302,"LRBF","UCB",0.106783810694364,0.81,NA,1.31601109234308,1.71629447103521,0.280069416690409,"LRBF-UCB",70
"155",75,"Cumulative",748.583401443049,"LRBF","UCB",0.349617653991059,1.13,NA,0.851833094013252,0.183682054506391,0.0560674086492944,"LRBF-UCB",70
"156",76,"Cumulative",805.672002947817,"LRBF","UCB",0.300018078973144,0.91,NA,0.790001365671163,0.618520412334927,0.104782781018506,"LRBF-UCB",70
"157",77,"Cumulative",551.307382080858,"LRBF","UCB",0.521014508418707,1.05,NA,1.10558988635365,0.23269129925288,0.0456636178975118,"LRBF-UCB",70
"158",78,"Best",1092.90134116272,"LRBF","UCB",0.050468208550302,1.09,NA,1.52599076541006,6.16219315890517,1.04486514007528,"LRBF-UCB",70
"159",79,"Best",833.171922602678,"LRBF","UCB",0.276125668019725,1.29,NA,0.681526033609064,0.694824965893453,0.140483973460982,"LRBF-UCB",70
"160",80,"Cumulative",887.901080211129,"LRBF","UCB",0.228576019107045,0.9,NA,1.0535813867457,0.672408628432038,0.108905926725203,"LRBF-UCB",70
