"participant","leaveoutindex","reward","environment","horizon","lambda","beta","tau"
35,4,"Cumulative","Smooth",20,0.802021417509925,0.490971554481913,0.091705341064766
35,1,"Cumulative","Smooth",40,0.650010806780779,0.531890918206545,0.0944306014405156
35,2,"Cumulative","Smooth",40,0.634151843387298,0.580480606184578,0.104697739623393
35,3,"Cumulative","Smooth",40,0.733907287802985,0.488811370235547,0.0888168893774177
35,4,"Cumulative","Smooth",40,0.691135034728293,0.505381665148621,0.0843900027398988
36,1,"Best","Rough",20,0.966417814893117,0.45136368285093,0.0973380690676245
36,2,"Best","Rough",20,1.02014385217271,0.415766096872641,0.0790318052733239
36,3,"Best","Rough",20,1.1065720058718,0.434984838392684,0.0969252734297627
36,4,"Best","Rough",20,0.911277787592271,0.45079241695318,0.0921838434171173
36,1,"Best","Rough",40,0.913660558800397,0.484091616221471,0.0922096779940007
36,2,"Best","Rough",40,0.836642004326536,0.477609224790664,0.0968861771999231
36,3,"Best","Rough",40,0.95562228486349,0.499236340534933,0.0963741891781502
36,4,"Best","Rough",40,0.949348377139453,0.470774230852765,0.0953003896862287
37,1,"Best","Rough",20,0.542785318533757,0.180685579266926,0.0343154753196842
37,2,"Best","Rough",20,0.604057671905979,0.15423597601327,0.0338205788566714
37,3,"Best","Rough",20,147.654010780706,57.9848721698753,0.115400183764252
37,4,"Best","Rough",20,0.466079049471443,0.145114848117568,0.0290776939342086
37,1,"Best","Rough",40,0.32286794660745,0.128903926938994,0.0242929490872939
37,2,"Best","Rough",40,0.393143325838167,0.174772818190333,0.0289286702985492
37,3,"Best","Rough",40,0.488762148935537,0.16148891004481,0.02799933280615
37,4,"Best","Rough",40,0.353328651002754,0.135613892310427,0.0253848327779508
38,1,"Best","Smooth",20,0.598659514506767,0.508827553109721,0.0844021744474139
38,2,"Best","Smooth",20,0.701015520824098,0.459834446544251,0.0815934885191954
38,3,"Best","Smooth",20,0.587042355131352,0.51342755419593,0.0885063796437389
38,4,"Best","Smooth",20,0.600076606548166,0.512051732178847,0.0932238573020313
38,1,"Best","Smooth",40,0.773378950000109,0.52152930320587,0.092664676229156
38,2,"Best","Smooth",40,0.713929575315999,0.53289915248131,0.0909804632179102
38,3,"Best","Smooth",40,0.71110359483648,0.452253544785773,0.0782183673677287
38,4,"Best","Smooth",40,0.305590940078005,99.8905380910341,17.4012868428577
39,1,"Best","Smooth",20,0.637974242986963,0.47408592578214,0.0817720762415176
39,2,"Best","Smooth",20,0.674348501154982,0.417374151813527,0.0669522821034887
39,3,"Best","Smooth",20,0.293204161849144,99.9761430059574,16.6501852136944
39,4,"Best","Smooth",20,0.648563753164311,0.535657949738849,0.0950719746839849
39,1,"Best","Smooth",40,0.605123858147672,0.455563074039298,0.0795183842106594
39,2,"Best","Smooth",40,0.605371359223005,0.513239388040132,0.0998195857352358
39,3,"Best","Smooth",40,0.653873625836043,0.476034956553085,0.0892394237308576
39,4,"Best","Smooth",40,0.614091215907817,0.460897461054603,0.0835904237335495
40,1,"Cumulative","Rough",20,0.822520338242884,0.522996134676608,0.0821002011896983
40,2,"Cumulative","Rough",20,0.860139971896354,0.462394775094356,0.0762232266411527
40,3,"Cumulative","Rough",20,0.917160237614411,0.4952642357329,0.0720591562972742
40,4,"Cumulative","Rough",20,0.844104033854963,0.490290483469047,0.0816074213404462
40,1,"Cumulative","Rough",40,0.699978235905327,0.464121391170205,0.0795539322852909
40,2,"Cumulative","Rough",40,0.744415548051471,0.51204998559554,0.0893584290692399
40,3,"Cumulative","Rough",40,0.717104823569498,0.514604862814956,0.0852961475710351
40,4,"Cumulative","Rough",40,0.744493648459334,0.458353601269971,0.0826826174701333
41,1,"Cumulative","Rough",20,0.746606695067829,0.437787493922866,0.0749801432280418
41,2,"Cumulative","Rough",20,0.786390388748168,0.433112210091054,0.0716899297965822
41,3,"Cumulative","Rough",20,0.81749239561182,0.416631596693995,0.0621165138583812
41,4,"Cumulative","Rough",20,0.745313429164131,0.457304736964898,0.0700474326010445
41,1,"Cumulative","Rough",40,0.635891305398394,0.49356881118817,0.0824639747210417
41,2,"Cumulative","Rough",40,0.67892583038518,0.50517594163757,0.0877933585320133
41,3,"Cumulative","Rough",40,0.658130248074323,0.482011498922227,0.0812205638205357
41,4,"Cumulative","Rough",40,0.655684393025521,0.500825563953877,0.0826986182393364
42,1,"Cumulative","Smooth",20,4.46304342964783,0.0472937068693518,0.0694279244793544
42,2,"Cumulative","Smooth",20,3.30712184004312,0.223868628658382,0.0566364351985065
42,3,"Cumulative","Smooth",20,3.90759309447213,0.0101161001290413,0.0625037933299333
42,4,"Cumulative","Smooth",20,4.33653098164085,0.0411086558374001,0.0570924804506628
42,1,"Cumulative","Smooth",40,0.615407138758128,0.237819429948839,0.0626175732064231
42,2,"Cumulative","Smooth",40,3.59632379543643,0.00673794714457823,0.0594643677602094
42,3,"Cumulative","Smooth",40,0.60757683192337,0.233354598056368,0.0534977770453318
42,4,"Cumulative","Smooth",40,1.16210614723422,0.267177547012078,0.0629875768993668
43,1,"Cumulative","Smooth",20,0.793248930202514,0.53938305365143,0.10213828320399
43,2,"Cumulative","Smooth",20,0.719049682074431,0.505033646080143,0.0854244466284689
43,3,"Cumulative","Smooth",20,0.67052847809181,0.581931279146109,0.097605476571919
