"participant","leaveoutindex","reward","environment","horizon","tau"
37,7,"Best","Smooth",5,0.857656678257398
37,8,"Best","Smooth",5,0.917905520197702
37,1,"Best","Smooth",10,0.561051745374451
37,2,"Best","Smooth",10,0.589540125245075
37,3,"Best","Smooth",10,0.677346529575541
37,4,"Best","Smooth",10,0.557070954187777
37,5,"Best","Smooth",10,0.525811057134383
37,6,"Best","Smooth",10,0.597749378824439
37,7,"Best","Smooth",10,0.619130638040495
37,8,"Best","Smooth",10,0.729321414641467
38,1,"Cumulative","Rough",5,0.465237950267459
38,2,"Cumulative","Rough",5,0.449237818920614
38,3,"Cumulative","Rough",5,0.478933818822503
38,4,"Cumulative","Rough",5,0.447462025452304
38,5,"Cumulative","Rough",5,0.49413794385806
38,6,"Cumulative","Rough",5,0.441919844234482
38,7,"Cumulative","Rough",5,0.438894815955017
38,8,"Cumulative","Rough",5,0.445321580755134
38,1,"Cumulative","Rough",10,0.474623100556968
38,2,"Cumulative","Rough",10,0.462452598574696
38,3,"Cumulative","Rough",10,0.454020397138792
38,4,"Cumulative","Rough",10,0.478731959763111
38,5,"Cumulative","Rough",10,0.473433386574835
38,6,"Cumulative","Rough",10,0.48544859422358
38,7,"Cumulative","Rough",10,0.437362902734127
38,8,"Cumulative","Rough",10,0.489613619102578
39,1,"Cumulative","Smooth",5,0.627766950367207
39,2,"Cumulative","Smooth",5,0.57298170488785
39,3,"Cumulative","Smooth",5,0.582472119602476
39,4,"Cumulative","Smooth",5,0.615787815130441
39,5,"Cumulative","Smooth",5,0.583248313242475
39,6,"Cumulative","Smooth",5,0.611907208543864
39,7,"Cumulative","Smooth",5,0.561415348545847
39,8,"Cumulative","Smooth",5,0.582655418157652
39,1,"Cumulative","Smooth",10,0.443672035301124
39,2,"Cumulative","Smooth",10,0.493640559121933
39,3,"Cumulative","Smooth",10,0.471135248251649
39,4,"Cumulative","Smooth",10,0.463034387679613
39,5,"Cumulative","Smooth",10,0.500144843219548
39,6,"Cumulative","Smooth",10,0.480433511759317
39,7,"Cumulative","Smooth",10,0.511314482126584
39,8,"Cumulative","Smooth",10,0.546411636579343
40,1,"Best","Rough",5,0.510987132814192
40,2,"Best","Rough",5,0.479765416664215
40,3,"Best","Rough",5,0.503107999628447
40,4,"Best","Rough",5,0.512721068546668
40,5,"Best","Rough",5,0.471600455147187
40,6,"Best","Rough",5,0.610715817389053
40,7,"Best","Rough",5,0.531937883928869
40,8,"Best","Rough",5,0.499269452373001
40,1,"Best","Rough",10,0.599522347814119
40,2,"Best","Rough",10,0.599440615329338
40,3,"Best","Rough",10,0.6335818882499
40,4,"Best","Rough",10,0.570213532842255
40,5,"Best","Rough",10,0.646814266726288
40,6,"Best","Rough",10,0.583040866243045
40,7,"Best","Rough",10,0.710675316183012
40,8,"Best","Rough",10,0.668129281373737
41,1,"Best","Rough",5,1.17860841808829
41,2,"Best","Rough",5,1.68155300507897
41,3,"Best","Rough",5,0.992329760437731
41,4,"Best","Rough",5,1.67791771285652
41,5,"Best","Rough",5,1.416608223368
41,6,"Best","Rough",5,1.44696399403998
41,7,"Best","Rough",5,0.958395561515136
41,8,"Best","Rough",5,1.40171562822302
41,1,"Best","Rough",10,1.03078437036308
41,2,"Best","Rough",10,0.817829151544477
41,3,"Best","Rough",10,0.936565648089446
41,4,"Best","Rough",10,0.898600052383172
41,5,"Best","Rough",10,0.991351344226754
41,6,"Best","Rough",10,0.821871642485832
41,7,"Best","Rough",10,0.830883079074057
41,8,"Best","Rough",10,0.889063833577838
42,1,"Best","Smooth",5,0.56176153249873
42,2,"Best","Smooth",5,0.46326975232424
42,3,"Best","Smooth",5,0.430055606335672
42,4,"Best","Smooth",5,0.462657987086353
42,5,"Best","Smooth",5,0.481882460643221
42,6,"Best","Smooth",5,0.470502910917721
42,7,"Best","Smooth",5,0.585288845758201
42,8,"Best","Smooth",5,0.462765378797955
42,1,"Best","Smooth",10,0.543580346761391
42,2,"Best","Smooth",10,0.531964506874536
42,3,"Best","Smooth",10,0.545764864779196
42,4,"Best","Smooth",10,0.54313102754039
42,5,"Best","Smooth",10,0.508241369896765
42,6,"Best","Smooth",10,0.588521326435771
42,7,"Best","Smooth",10,0.526266891001375
42,8,"Best","Smooth",10,0.509163231930951
43,1,"Best","Smooth",5,0.34008381443384
43,2,"Best","Smooth",5,0.369655128228497
43,3,"Best","Smooth",5,0.369635566888253
43,4,"Best","Smooth",5,0.318592918352775
43,5,"Best","Smooth",5,0.318734427406101
43,6,"Best","Smooth",5,0.351234726180386
43,7,"Best","Smooth",5,0.328980937881966
43,8,"Best","Smooth",5,0.344659852175067
43,1,"Best","Smooth",10,0.339659761790049
43,2,"Best","Smooth",10,0.334749214090624
43,3,"Best","Smooth",10,0.341692081530017
43,4,"Best","Smooth",10,0.323263559137179
43,5,"Best","Smooth",10,0.354448786147813
43,6,"Best","Smooth",10,0.351360291092308
43,7,"Best","Smooth",10,0.364528945600795
43,8,"Best","Smooth",10,0.366101648122851
44,1,"Cumulative","Rough",5,0.333398342724691
44,2,"Cumulative","Rough",5,0.333126207997231
44,3,"Cumulative","Rough",5,0.292218105060224
44,4,"Cumulative","Rough",5,0.293772750395212
44,5,"Cumulative","Rough",5,0.323342442741245
44,6,"Cumulative","Rough",5,0.264147753243463
44,7,"Cumulative","Rough",5,0.323963488083142
44,8,"Cumulative","Rough",5,0.294013389059888
44,1,"Cumulative","Rough",10,0.253710315502912
44,2,"Cumulative","Rough",10,0.243818044559347
44,3,"Cumulative","Rough",10,0.249676368343857
44,4,"Cumulative","Rough",10,0.247140449737999
44,5,"Cumulative","Rough",10,0.253191989435786
44,6,"Cumulative","Rough",10,0.250711413511714
44,7,"Cumulative","Rough",10,0.262705804936537
44,8,"Cumulative","Rough",10,0.260582766777621
45,1,"Cumulative","Rough",5,0.280723473907874
45,2,"Cumulative","Rough",5,0.29624589531076
45,3,"Cumulative","Rough",5,0.288081105129539
45,4,"Cumulative","Rough",5,0.296445920545263
45,5,"Cumulative","Rough",5,0.2674118756562
45,6,"Cumulative","Rough",5,0.295327848800183
45,7,"Cumulative","Rough",5,0.278852601408197
45,8,"Cumulative","Rough",5,0.311614650527563
45,1,"Cumulative","Rough",10,0.24873083471593
45,2,"Cumulative","Rough",10,0.267364700467875
45,3,"Cumulative","Rough",10,0.256666590884432
45,4,"Cumulative","Rough",10,0.263339191770521
45,5,"Cumulative","Rough",10,0.263973281862014
45,6,"Cumulative","Rough",10,0.289389843247156
45,7,"Cumulative","Rough",10,0.268588029951736
45,8,"Cumulative","Rough",10,0.257306061295471
46,1,"Cumulative","Smooth",5,0.516760506308032
46,2,"Cumulative","Smooth",5,0.512562657181032
46,3,"Cumulative","Smooth",5,0.512541890973334
46,4,"Cumulative","Smooth",5,0.497807260649566
46,5,"Cumulative","Smooth",5,0.473277906948372
46,6,"Cumulative","Smooth",5,0.537085809411323
46,7,"Cumulative","Smooth",5,0.490060777722058
46,8,"Cumulative","Smooth",5,0.487637684205802
46,1,"Cumulative","Smooth",10,0.478915222987332
46,2,"Cumulative","Smooth",10,0.471223082647748
46,3,"Cumulative","Smooth",10,0.48256242560067
46,4,"Cumulative","Smooth",10,0.50811196726699
46,5,"Cumulative","Smooth",10,0.547650480198589
46,6,"Cumulative","Smooth",10,0.463024375965652
46,7,"Cumulative","Smooth",10,0.43637538032137
46,8,"Cumulative","Smooth",10,0.454290520502927
47,1,"Best","Rough",5,0.369105399754273
47,2,"Best","Rough",5,0.333493971817969
47,3,"Best","Rough",5,0.367700629127127
47,4,"Best","Rough",5,0.325858067616151
47,5,"Best","Rough",5,0.343343821909566
47,6,"Best","Rough",5,0.365297698033927
47,7,"Best","Rough",5,0.336682927607814
47,8,"Best","Rough",5,0.331484132454206
47,1,"Best","Rough",10,0.461926317057963
47,2,"Best","Rough",10,0.451241329320792
47,3,"Best","Rough",10,0.500251158209714
47,4,"Best","Rough",10,0.442570896123507
47,5,"Best","Rough",10,0.455798932203808
47,6,"Best","Rough",10,0.439016560824963
47,7,"Best","Rough",10,0.436089307347499
47,8,"Best","Rough",10,0.420094075028038
48,1,"Best","Rough",5,0.489174420271164
48,2,"Best","Rough",5,0.45100304862076
48,3,"Best","Rough",5,0.445647843112453
48,4,"Best","Rough",5,0.478306185227692
48,5,"Best","Rough",5,0.465068796795821
48,6,"Best","Rough",5,0.440077773572587
48,7,"Best","Rough",5,0.521993149169816
48,8,"Best","Rough",5,0.407460261860209
48,1,"Best","Rough",10,0.503706594292498
48,2,"Best","Rough",10,0.503341194355577
48,3,"Best","Rough",10,0.578768989315589
48,4,"Best","Rough",10,0.514376579292057
48,5,"Best","Rough",10,0.548990848416739
48,6,"Best","Rough",10,0.530206225748708
48,7,"Best","Rough",10,0.530409838446767
48,8,"Best","Rough",10,0.50464673115216
49,1,"Best","Smooth",5,0.420320934166685
49,2,"Best","Smooth",5,0.428988884862057
49,3,"Best","Smooth",5,0.478304167395666
49,4,"Best","Smooth",5,0.437443820708582
49,5,"Best","Smooth",5,0.505780858134569
49,6,"Best","Smooth",5,0.42693039966542
49,7,"Best","Smooth",5,0.470063205340102
49,8,"Best","Smooth",5,0.421505914027057
49,1,"Best","Smooth",10,0.466679258392107
49,2,"Best","Smooth",10,0.476747023245218
49,3,"Best","Smooth",10,0.472359018225748
49,4,"Best","Smooth",10,0.518017750390264
49,5,"Best","Smooth",10,0.458969125694073
49,6,"Best","Smooth",10,0.50133504695759
49,7,"Best","Smooth",10,0.427656050369547
49,8,"Best","Smooth",10,0.475314074614625
50,1,"Best","Smooth",5,0.405538050196798
50,2,"Best","Smooth",5,0.401208584558168
50,3,"Best","Smooth",5,0.465356546487905
50,4,"Best","Smooth",5,0.427651019700871
50,5,"Best","Smooth",5,0.446406395774434
50,6,"Best","Smooth",5,0.469050476122997
50,7,"Best","Smooth",5,0.43281789621095
50,8,"Best","Smooth",5,0.451725775793719
50,1,"Best","Smooth",10,0.543211126711038
50,2,"Best","Smooth",10,0.527185084783659
50,3,"Best","Smooth",10,0.596357420492775
50,4,"Best","Smooth",10,0.613467635929503
50,5,"Best","Smooth",10,0.560664827468771
50,6,"Best","Smooth",10,0.56746985185072
50,7,"Best","Smooth",10,0.696818769234098
50,8,"Best","Smooth",10,0.534532081637825
51,1,"Cumulative","Rough",5,0.48119272644096
51,2,"Cumulative","Rough",5,0.410424039971587
51,3,"Cumulative","Rough",5,0.395355493290158
51,4,"Cumulative","Rough",5,0.425594655278582
51,5,"Cumulative","Rough",5,0.435834531668063
51,6,"Cumulative","Rough",5,0.407646766662493
51,7,"Cumulative","Rough",5,0.402912581315451
51,8,"Cumulative","Rough",5,0.492450976302016
51,1,"Cumulative","Rough",10,0.421685198438853
51,2,"Cumulative","Rough",10,0.405962263149102
51,3,"Cumulative","Rough",10,0.426327517940584
51,4,"Cumulative","Rough",10,0.436121046318946
51,5,"Cumulative","Rough",10,0.424902900642716
51,6,"Cumulative","Rough",10,0.413162064153506
51,7,"Cumulative","Rough",10,0.417114662039069
51,8,"Cumulative","Rough",10,0.420006512759192
52,1,"Cumulative","Rough",5,0.580596427786968
52,2,"Cumulative","Rough",5,0.460091239843581
52,3,"Cumulative","Rough",5,0.568735028955368
52,4,"Cumulative","Rough",5,0.501334650136582
52,5,"Cumulative","Rough",5,0.520248162354297
52,6,"Cumulative","Rough",5,0.466511022246809
52,7,"Cumulative","Rough",5,0.427244327564612
52,8,"Cumulative","Rough",5,0.516157772580691
52,1,"Cumulative","Rough",10,0.462285815067217
52,2,"Cumulative","Rough",10,0.478323078986392
52,3,"Cumulative","Rough",10,0.446037444400931
52,4,"Cumulative","Rough",10,0.474688383987349
52,5,"Cumulative","Rough",10,0.433672511482233
52,6,"Cumulative","Rough",10,0.443233276199266
52,7,"Cumulative","Rough",10,0.427891560487858
52,8,"Cumulative","Rough",10,0.419933132038842
53,1,"Cumulative","Smooth",5,0.372753245871097
53,2,"Cumulative","Smooth",5,0.345601993678779
53,3,"Cumulative","Smooth",5,0.32384462126376
53,4,"Cumulative","Smooth",5,0.352426362877719
53,5,"Cumulative","Smooth",5,0.305741580259889
53,6,"Cumulative","Smooth",5,0.359677921291613
53,7,"Cumulative","Smooth",5,0.349034299922336
53,8,"Cumulative","Smooth",5,0.342117557409231
53,1,"Cumulative","Smooth",10,0.236879180867439
53,2,"Cumulative","Smooth",10,0.249924494592984
53,3,"Cumulative","Smooth",10,0.250678224827896
53,4,"Cumulative","Smooth",10,0.229461198554758
53,5,"Cumulative","Smooth",10,0.236989602758889
53,6,"Cumulative","Smooth",10,0.241508253017285
53,7,"Cumulative","Smooth",10,0.249811106981783
53,8,"Cumulative","Smooth",10,0.249910958778517
54,1,"Cumulative","Smooth",5,0.423230026404301
54,2,"Cumulative","Smooth",5,0.421100923743687
54,3,"Cumulative","Smooth",5,0.479441826341396
54,4,"Cumulative","Smooth",5,0.428260957417023
54,5,"Cumulative","Smooth",5,0.440009824576764
54,6,"Cumulative","Smooth",5,0.419061975358271
54,7,"Cumulative","Smooth",5,0.385575025457234
54,8,"Cumulative","Smooth",5,0.529068873954243
54,1,"Cumulative","Smooth",10,0.456457636429883
54,2,"Cumulative","Smooth",10,0.446199812372947
54,3,"Cumulative","Smooth",10,0.51369816572343
54,4,"Cumulative","Smooth",10,0.494917691197692
54,5,"Cumulative","Smooth",10,0.513802692447368
54,6,"Cumulative","Smooth",10,0.451976565489026
54,7,"Cumulative","Smooth",10,0.465268648401328
54,8,"Cumulative","Smooth",10,0.452691752641746
55,1,"Best","Rough",5,0.744771260526004
55,2,"Best","Rough",5,0.592444976398831
55,3,"Best","Rough",5,0.836249919158458
55,4,"Best","Rough",5,0.693888948804036
55,5,"Best","Rough",5,0.662644081542262
55,6,"Best","Rough",5,0.815918888841378
55,7,"Best","Rough",5,0.804425860874744
55,8,"Best","Rough",5,0.66475944237569
55,1,"Best","Rough",10,0.516742222633585
55,2,"Best","Rough",10,0.536727615318195
55,3,"Best","Rough",10,0.489782701109283
55,4,"Best","Rough",10,0.47143605330044
55,5,"Best","Rough",10,0.542955107735077
55,6,"Best","Rough",10,0.532668003530895
55,7,"Best","Rough",10,0.47782261329969
55,8,"Best","Rough",10,0.491903985849543
56,1,"Best","Rough",5,0.797914585973245
56,2,"Best","Rough",5,0.836289717079671
56,3,"Best","Rough",5,0.786739875949249
56,4,"Best","Rough",5,0.878945471041793
56,5,"Best","Rough",5,0.850807493484633
56,6,"Best","Rough",5,0.734644003125435
56,7,"Best","Rough",5,0.795826631138281
56,8,"Best","Rough",5,0.770477216381201
56,1,"Best","Rough",10,0.589376728738274
56,2,"Best","Rough",10,0.532960405899933
56,3,"Best","Rough",10,0.504697883742749
56,4,"Best","Rough",10,0.57147857085862
56,5,"Best","Rough",10,0.547610158594773
56,6,"Best","Rough",10,0.541871346856382
56,7,"Best","Rough",10,0.523201161434335
56,8,"Best","Rough",10,0.544352795054179
57,1,"Best","Smooth",5,0.402492265757401
57,2,"Best","Smooth",5,0.36673877025575
57,3,"Best","Smooth",5,0.356447407797349
57,4,"Best","Smooth",5,0.352463143650936
57,5,"Best","Smooth",5,0.343686352400189
57,6,"Best","Smooth",5,0.327725160769338
57,7,"Best","Smooth",5,0.344344740507298
57,8,"Best","Smooth",5,0.364702465777903
57,1,"Best","Smooth",10,0.388760985169888
57,2,"Best","Smooth",10,0.406756039831326
57,3,"Best","Smooth",10,0.394866880147615
57,4,"Best","Smooth",10,0.372783767000334
57,5,"Best","Smooth",10,0.390643857459242
57,6,"Best","Smooth",10,0.377205984824748
57,7,"Best","Smooth",10,0.369955999350137
57,8,"Best","Smooth",10,0.383781971919493
58,1,"Best","Smooth",5,0.494825853387149
58,2,"Best","Smooth",5,0.46365924571838
58,3,"Best","Smooth",5,0.446569765995047
58,4,"Best","Smooth",5,0.447014344772972
58,5,"Best","Smooth",5,0.5145308311804
58,6,"Best","Smooth",5,0.477322764025471
58,7,"Best","Smooth",5,0.453294507359789
58,8,"Best","Smooth",5,0.45019650431308
58,1,"Best","Smooth",10,0.560135328940415
58,2,"Best","Smooth",10,0.551836722177581
58,3,"Best","Smooth",10,0.563134084246927
58,4,"Best","Smooth",10,0.496723134961116
58,5,"Best","Smooth",10,0.515570006567704
58,6,"Best","Smooth",10,0.500763004540103
58,7,"Best","Smooth",10,0.532941840731122
58,8,"Best","Smooth",10,0.539424060455946
59,1,"Cumulative","Rough",5,0.351529219600854
59,2,"Cumulative","Rough",5,0.32500071084976
59,3,"Cumulative","Rough",5,0.375153706690504
59,4,"Cumulative","Rough",5,0.365871737415877
59,5,"Cumulative","Rough",5,0.347806218773298
59,6,"Cumulative","Rough",5,0.358105561835404
59,7,"Cumulative","Rough",5,0.322952453749927
59,8,"Cumulative","Rough",5,0.330001472791089
59,1,"Cumulative","Rough",10,0.391502556477802
59,2,"Cumulative","Rough",10,0.365366504193604
59,3,"Cumulative","Rough",10,0.360917647375622
59,4,"Cumulative","Rough",10,0.354211646007971
59,5,"Cumulative","Rough",10,0.39599586587401
59,6,"Cumulative","Rough",10,0.382315180566784
59,7,"Cumulative","Rough",10,0.394226917804325
59,8,"Cumulative","Rough",10,0.378026164689411
60,1,"Cumulative","Smooth",5,0.511606603435006
60,2,"Cumulative","Smooth",5,0.402236110210063
60,3,"Cumulative","Smooth",5,0.489533036617309
60,4,"Cumulative","Smooth",5,0.390882022778541
60,5,"Cumulative","Smooth",5,0.412703932836126
60,6,"Cumulative","Smooth",5,0.458881785121806
60,7,"Cumulative","Smooth",5,0.400576966529352
60,8,"Cumulative","Smooth",5,0.386991281712852
60,1,"Cumulative","Smooth",10,0.475832362393329
60,2,"Cumulative","Smooth",10,0.477097172556972
60,3,"Cumulative","Smooth",10,0.547614395766775
60,4,"Cumulative","Smooth",10,0.5217506958936
60,5,"Cumulative","Smooth",10,0.506866362307143
60,6,"Cumulative","Smooth",10,0.44629496970926
60,7,"Cumulative","Smooth",10,0.523445187494664
60,8,"Cumulative","Smooth",10,0.501186311354023
61,1,"Cumulative","Smooth",5,0.318476819220889
61,2,"Cumulative","Smooth",5,0.380085539940026
61,3,"Cumulative","Smooth",5,0.388574681831525
61,4,"Cumulative","Smooth",5,0.385351755126938
61,5,"Cumulative","Smooth",5,0.372734312098641
61,6,"Cumulative","Smooth",5,0.339441973918849
61,7,"Cumulative","Smooth",5,0.354564461495414
61,8,"Cumulative","Smooth",5,0.390552064923525
61,1,"Cumulative","Smooth",10,0.314899592206725
61,2,"Cumulative","Smooth",10,0.271590746604896
61,3,"Cumulative","Smooth",10,0.301150082692313
61,4,"Cumulative","Smooth",10,0.321364454080644
61,5,"Cumulative","Smooth",10,0.283004668103039
61,6,"Cumulative","Smooth",10,0.303503592832272
61,7,"Cumulative","Smooth",10,0.291573438304772
61,8,"Cumulative","Smooth",10,0.319562310881853
62,1,"Best","Rough",5,0.389729047996074
62,2,"Best","Rough",5,0.378395391497528
62,3,"Best","Rough",5,0.462489352853912
62,4,"Best","Rough",5,0.410121020241219
62,5,"Best","Rough",5,0.368995203442301
62,6,"Best","Rough",5,0.348594830566129
62,7,"Best","Rough",5,0.406804378272647
62,8,"Best","Rough",5,0.432245107170615
62,1,"Best","Rough",10,0.453488451095054
62,2,"Best","Rough",10,0.451968302370265
62,3,"Best","Rough",10,0.447363621696212
62,4,"Best","Rough",10,0.466048328264755
62,5,"Best","Rough",10,0.485895475670696
62,6,"Best","Rough",10,0.442533155354523
62,7,"Best","Rough",10,0.423564135235753
62,8,"Best","Rough",10,0.451066109020653
63,1,"Best","Rough",5,0.332016495030607
63,2,"Best","Rough",5,0.311828365954529
63,3,"Best","Rough",5,0.304832035157698
63,4,"Best","Rough",5,0.331123734619834
63,5,"Best","Rough",5,0.315056609128887
63,6,"Best","Rough",5,0.331020950335184
63,7,"Best","Rough",5,0.315614970768476
63,8,"Best","Rough",5,0.318646925504962
63,1,"Best","Rough",10,0.345763734772076
63,2,"Best","Rough",10,0.387559230445143
63,3,"Best","Rough",10,0.412362356855082
63,4,"Best","Rough",10,0.364852432849838
63,5,"Best","Rough",10,0.417789564519378
63,6,"Best","Rough",10,0.381513388671129
63,7,"Best","Rough",10,0.390757682745236
63,8,"Best","Rough",10,0.397409022548457
64,1,"Best","Smooth",5,0.430009644332001
64,2,"Best","Smooth",5,0.437954424978855
64,3,"Best","Smooth",5,0.404307877648761
64,4,"Best","Smooth",5,0.500168020188587
64,5,"Best","Smooth",5,0.420400685235161
64,6,"Best","Smooth",5,0.425751290073013
64,7,"Best","Smooth",5,0.424234001277488
64,8,"Best","Smooth",5,0.440450257312512
64,1,"Best","Smooth",10,0.458686258767818
64,2,"Best","Smooth",10,0.446158409622315
64,3,"Best","Smooth",10,0.45086169207152
64,4,"Best","Smooth",10,0.45169810728517
64,5,"Best","Smooth",10,0.429774191107683
64,6,"Best","Smooth",10,0.429343367825155
64,7,"Best","Smooth",10,0.431270283745415
64,8,"Best","Smooth",10,0.438833526751037
65,1,"Best","Smooth",5,0.419503117023496
65,2,"Best","Smooth",5,0.495713925123437
65,3,"Best","Smooth",5,0.416541018627425
65,4,"Best","Smooth",5,0.3988905018899
65,5,"Best","Smooth",5,0.380640372950108
65,6,"Best","Smooth",5,0.413002665933746
65,7,"Best","Smooth",5,0.40300318303
65,8,"Best","Smooth",5,0.435013146875272
65,1,"Best","Smooth",10,0.39501044066489
65,2,"Best","Smooth",10,0.382220777388115
65,3,"Best","Smooth",10,0.388620504990095
65,4,"Best","Smooth",10,0.403320581675787
65,5,"Best","Smooth",10,0.389580949111294
65,6,"Best","Smooth",10,0.368289057754387
65,7,"Best","Smooth",10,0.388637610282093
65,8,"Best","Smooth",10,0.380249603535591
66,1,"Cumulative","Rough",5,0.248889221071073
66,2,"Cumulative","Rough",5,0.250902017357703
66,3,"Cumulative","Rough",5,0.268460671533446
66,4,"Cumulative","Rough",5,0.25949991094423
66,5,"Cumulative","Rough",5,0.254051515233375
66,6,"Cumulative","Rough",5,0.249647535802394
66,7,"Cumulative","Rough",5,0.268390748461327
66,8,"Cumulative","Rough",5,0.222688643828517
66,1,"Cumulative","Rough",10,0.249947149919952
66,2,"Cumulative","Rough",10,0.261759279217003
66,3,"Cumulative","Rough",10,0.258774571264627
66,4,"Cumulative","Rough",10,0.248295306090257
66,5,"Cumulative","Rough",10,0.25821933115273
66,6,"Cumulative","Rough",10,0.244434787957589
66,7,"Cumulative","Rough",10,0.256509286038377
66,8,"Cumulative","Rough",10,0.24912704000444
67,1,"Cumulative","Rough",5,0.538984408453547
67,2,"Cumulative","Rough",5,0.559801736265541
67,3,"Cumulative","Rough",5,0.611731126382476
67,4,"Cumulative","Rough",5,0.557251356418003
67,5,"Cumulative","Rough",5,0.566834192152245
67,6,"Cumulative","Rough",5,0.578426850748742
67,7,"Cumulative","Rough",5,0.63078248825712
67,8,"Cumulative","Rough",5,0.565573824708419
67,1,"Cumulative","Rough",10,0.397310999215527
67,2,"Cumulative","Rough",10,0.436935430189121
67,3,"Cumulative","Rough",10,0.418053936126825
67,4,"Cumulative","Rough",10,0.440497351922216
67,5,"Cumulative","Rough",10,0.416345025533529
67,6,"Cumulative","Rough",10,0.438046525411474
67,7,"Cumulative","Rough",10,0.436080106693714
67,8,"Cumulative","Rough",10,0.424023432558598
68,1,"Cumulative","Smooth",5,0.3141206408397
68,2,"Cumulative","Smooth",5,0.291309348297107
68,3,"Cumulative","Smooth",5,0.315150148984131
68,4,"Cumulative","Smooth",5,0.268562683018153
68,5,"Cumulative","Smooth",5,0.268812284462015
68,6,"Cumulative","Smooth",5,0.282408065729605
68,7,"Cumulative","Smooth",5,0.277424266875863
68,8,"Cumulative","Smooth",5,0.313689987777838
68,1,"Cumulative","Smooth",10,0.444469873386801
68,2,"Cumulative","Smooth",10,0.445875350780322
68,3,"Cumulative","Smooth",10,0.399930255816738
68,4,"Cumulative","Smooth",10,0.392921277285187
68,5,"Cumulative","Smooth",10,0.42150004111332
68,6,"Cumulative","Smooth",10,0.435685219174946
68,7,"Cumulative","Smooth",10,0.444339362949483
68,8,"Cumulative","Smooth",10,0.415975645982338
69,1,"Cumulative","Smooth",5,0.504360302151948
69,2,"Cumulative","Smooth",5,0.599272774613475
69,3,"Cumulative","Smooth",5,0.556755356578788
69,4,"Cumulative","Smooth",5,0.505067735035287
69,5,"Cumulative","Smooth",5,0.61903901293599
69,6,"Cumulative","Smooth",5,0.505654995870181
69,7,"Cumulative","Smooth",5,0.50372827486435
69,8,"Cumulative","Smooth",5,0.493120447581239
69,1,"Cumulative","Smooth",10,0.525643858455253
69,2,"Cumulative","Smooth",10,0.566022710622443
69,3,"Cumulative","Smooth",10,0.551591075815815
69,4,"Cumulative","Smooth",10,0.528991551701476
69,5,"Cumulative","Smooth",10,0.519890930979353
69,6,"Cumulative","Smooth",10,0.557037113762849
69,7,"Cumulative","Smooth",10,0.552767902081607
69,8,"Cumulative","Smooth",10,0.551267916598715
70,1,"Best","Rough",5,0.433105445497564
70,2,"Best","Rough",5,0.399041830769192
70,3,"Best","Rough",5,0.456621754689634
70,4,"Best","Rough",5,0.438878183072747
70,5,"Best","Rough",5,0.556170160843226
70,6,"Best","Rough",5,0.495418213160478
70,7,"Best","Rough",5,0.443363728342698
70,8,"Best","Rough",5,0.430729298702412
70,1,"Best","Rough",10,0.374270243337413
70,2,"Best","Rough",10,0.378356531082246
70,3,"Best","Rough",10,0.411184932853419
70,4,"Best","Rough",10,0.395714968658966
70,5,"Best","Rough",10,0.402832300460408
70,6,"Best","Rough",10,0.382199246609919
70,7,"Best","Rough",10,0.381510758170665
70,8,"Best","Rough",10,0.386247202843762
71,1,"Best","Rough",5,0.65206796938133
71,2,"Best","Rough",5,0.566955912035188
71,3,"Best","Rough",5,0.579000420642916
71,4,"Best","Rough",5,0.663275519021733
71,5,"Best","Rough",5,0.622757707787554
71,6,"Best","Rough",5,0.648361177504546
71,7,"Best","Rough",5,0.680842798984874
71,8,"Best","Rough",5,0.544434109394695
71,1,"Best","Rough",10,0.53940532444741
71,2,"Best","Rough",10,0.599852888206069
71,3,"Best","Rough",10,0.521134829924467
71,4,"Best","Rough",10,0.511198969060359
71,5,"Best","Rough",10,0.539889526477315
71,6,"Best","Rough",10,0.52299568988773
71,7,"Best","Rough",10,0.556655561883619
71,8,"Best","Rough",10,0.490662017957695
72,1,"Best","Smooth",5,0.363510234172565
72,2,"Best","Smooth",5,0.357523493021875
72,3,"Best","Smooth",5,0.375626464017109
72,4,"Best","Smooth",5,0.404453404591522
72,5,"Best","Smooth",5,0.372611650899956
72,6,"Best","Smooth",5,0.401246883955064
72,7,"Best","Smooth",5,0.371624056019514
72,8,"Best","Smooth",5,0.444153905189228
72,1,"Best","Smooth",10,0.588237410262573
72,2,"Best","Smooth",10,0.551699750207241
72,3,"Best","Smooth",10,0.479927254073859
72,4,"Best","Smooth",10,0.520440832394535
72,5,"Best","Smooth",10,0.547000158243821
72,6,"Best","Smooth",10,0.567688279205827
72,7,"Best","Smooth",10,0.521517256848417
72,8,"Best","Smooth",10,0.535672198218969
73,1,"Best","Smooth",5,0.533090524962809
73,2,"Best","Smooth",5,0.552317124418631
73,3,"Best","Smooth",5,0.659228411960942
73,4,"Best","Smooth",5,0.680169248068287
73,5,"Best","Smooth",5,0.527779848136083
73,6,"Best","Smooth",5,0.543108773285299
73,7,"Best","Smooth",5,0.569410973380132
73,8,"Best","Smooth",5,0.618294756767984
73,1,"Best","Smooth",10,0.550202499984547
73,2,"Best","Smooth",10,0.480984045801117
73,3,"Best","Smooth",10,0.493241678682694
73,4,"Best","Smooth",10,0.47774337738929
73,5,"Best","Smooth",10,0.482289944988575
73,6,"Best","Smooth",10,0.467041049509715
73,7,"Best","Smooth",10,0.508275028123582
73,8,"Best","Smooth",10,0.485702305979736
